model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Novosphingobium_aromaticivorans_DSM_12444.mat,1264,799,426,313,46,51,7
Bacillus_mycoides_AH621.mat,2086,1257,772,294,91,186,8
Streptococcus_agalactiae_BSU108.mat,2212,852,478,286,43,101,7
Erysipelatoclostridium_nov_ERR2221240.mat,948,620,382,209,22,26,4
Escherichia_coli_9_0111.mat,3624,1243,739,291,105,203,8
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150.mat,2336,1252,765,297,104,178,7
Ruminococcaceae_nov_ERR1022409.mat,928,577,341,210,14,25,4
Helicobacter_pylori_Hp_M3.mat,1287,821,452,312,33,75,7
Streptococcus_pneumoniae_GA44128.mat,1106,581,251,272,17,56,5
Klebsiella_pneumoniae_342.mat,2551,1372,880,281,113,199,8
Eubacterium_rectale_ERR1022399.mat,1135,629,330,251,27,45,5
Bifidobacterium_longum_ERR2221141.mat,1094,566,274,241,29,41,5
Blautia_luti_DSM_14534.mat,1118,690,384,263,27,43,5
Klebsiella_pneumoniae_pneumoniae_MGH78578.mat,2113,883,523,237,77,110,7
Escherichia_coli_O7_K1_str_CE10.mat,3196,900,437,308,79,122,7
Burkholderia_cenocepacia_H111.mat,2418,1414,937,301,124,167,8
Escherichia_coli_OK1180.mat,3163,856,440,283,75,102,7
Lactobacillus_crispatus_JV_V01.mat,1100,681,431,204,30,53,8
Staphylococcus_aureus_subsp_aureus_21318.mat,1375,717,354,273,47,72,6
Staphylococcus_epidermidis_NIHLM037.mat,1705,1080,630,316,71,124,7
Enterococcus_faecalis_E1.mat,1246,677,332,274,25,63,6
Prevotella_ruminicola_23.mat,2605,665,358,265,30,45,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_SL483.mat,2348,1237,762,289,96,174,7
Blautia_nov_ERR2221269.mat,1131,771,426,302,27,43,5
Escherichia_coli_DEC15D.mat,3609,1244,730,297,109,209,8
Eubacterium_dolichum_DSM_3991.mat,780,554,307,182,35,72,4
Streptococcus_thermophilus_ND03.mat,1344,1163,465,656,28,83,8
Alistipes_shahii_WAL_8301.mat,2434,662,375,234,34,50,8
Variovorax_paradoxus_110B.mat,1615,906,481,321,113,81,7
Acinetobacter_baumannii_6014059.mat,1497,858,454,309,73,70,7
Streptococcus_agalactiae_LMG_15089.mat,2173,840,483,295,43,79,7
Intestinibacter_bartlettii_ERR1022418.mat,1059,633,374,231,30,28,4
Acinetobacter_johnsonii_ANC_3681.mat,1732,1086,675,273,89,126,8
Parabacteroides_johnsonii_CL02T12C29.mat,2517,1052,653,294,53,115,7
Coprococcus_eutactus_ERR1204040.mat,1029,649,350,262,22,30,5
Bacillus_thuringiensis_serovar_pulsiensis_BGSC_4CC1.mat,1576,863,487,275,58,81,6
Parabacteroides_distasonis_CL03T12C09.mat,2620,1077,664,305,53,124,8
Ruminococcus_obeum_A2_162.mat,1164,683,504,134,35,48,6
Streptococcus_bovis_ATCC_700338.mat,1871,620,300,260,28,61,6
Lactococcus_garvieae_Tac2.mat,1323,854,585,201,33,82,8
Enterococcus_faecium_C309.mat,1370,848,538,228,36,89,8
Sutterella_wadsworthensis_ERR1203961.mat,1128,776,435,308,29,25,5
Clostridium_sp_ATCC_BAA_442.mat,1050,671,385,249,18,33,4
Subdoligranulum_variabile_DSM_15176.mat,1038,646,437,164,27,49,5
Escherichia_coli_DEC3C.mat,3561,1250,756,295,102,191,8
Ralstonia_pickettii_12D.mat,1598,908,459,353,118,81,7
Virgibacillus_senegalensis_SK_1.mat,1318,785,428,289,48,59,6
Streptococcus_pneumoniae_GA17719.mat,1094,584,257,269,17,56,5
Klebsiella_oxytoca_JKo3.mat,1881,896,527,275,76,69,7
Providencia_alcalifaciens_RIMD_1656011.mat,1496,846,460,287,59,73,7
Erysipelothrix_rhusiopathiae_str_Fujisawa.mat,790,419,245,155,20,13,5
Klebsiella_pneumoniae_VAKPC276.mat,2533,1277,812,290,106,156,8
Enterococcus_faecium_EnGen0314.mat,1395,855,541,222,38,90,7
Campylobacter_coli_2553.mat,1398,911,478,340,57,88,7
Lactococcus_lactis_subsp_lactis_IO_1.mat,1213,637,311,279,24,41,5
Bacteroides_stercoris_ERR2230062.mat,1255,689,446,196,29,37,6
Streptococcus_infantis_X.mat,1171,768,455,271,23,52,8
Staphylococcus_aureus_KT_314250.mat,1393,734,367,263,51,84,6
Streptococcus_mutans_U138.mat,1379,837,479,297,28,73,7
Bacillus_cereus_HuA2_9.mat,2010,1229,742,317,80,164,8
Propionibacterium_acidifaciens_F0233.mat,1111,700,437,213,36,37,6
Staphylococcus_aureus_M1060.mat,1392,730,348,278,49,84,6
Corynebacterium_glucuronolyticum_ATCC_51867.mat,1937,758,402,282,37,61,8
Klebsiella_pneumoniae_UHKPC04.mat,2612,1318,830,279,112,186,8
Clostridium_difficile_CD196.mat,1413,733,347,305,51,69,6
Bacillus_cereus_VD045.mat,2020,1223,734,317,86,164,8
Escherichia_coli_101_1.mat,3493,1179,688,308,95,163,8
Coprococcus_comes_ERR1022382.mat,1126,634,354,242,28,37,5
Staphylococcus_aureus_A6300.mat,1400,723,367,261,49,75,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_31_H_09.mat,2346,1238,765,289,94,172,7
Acinetobacter_baumannii_NIPH_335.mat,1570,870,467,290,68,93,7
Collinsella_aerofaciens_ERR2230087.mat,931,555,252,270,20,32,4
Escherichia_coli_KTE175.mat,3579,1229,730,295,99,187,8
Ralstonia_sp_5_7_47FAA.mat,1717,872,529,225,127,100,7
Escherichia_coli_DEC11D.mat,3577,1235,731,296,99,190,8
Clostridium_citroniae_WAL_17108.mat,2138,818,490,259,39,81,7
Bacteroides_vulgatus_ERR2221276.mat,1385,662,313,286,34,57,5
Escherichia_coli_KTE235.mat,3617,1228,727,300,105,190,8
Salmonella_enterica_subsp_enterica_serovar_4512i_str_CVM23701.mat,2260,1214,757,299,94,145,7
Bacteroides_uniformis_ERR2230139.mat,1305,648,359,246,27,37,5
Pediococcus_acidilactici_ERR2221333.mat,885,536,294,207,24,29,6
Butyricimonas_synergistica_DSM_23225.mat,1237,804,410,328,28,69,8
Corynebacterium_mastitidis_DSM_44356.mat,1000,596,354,199,31,38,6
Helicobacter_pylori_CPY1313.mat,1296,836,461,313,37,78,7
Escherichia_coli_MP021017_12.mat,3599,1260,740,306,95,206,8
Bacillus_subtilis_subsp_natto_BEST195.mat,1626,864,456,268,125,112,6
Escherichia_coli_KTE198.mat,3587,1247,746,292,98,193,8
Bacteroides_uniformis_ERR2230159.mat,1305,648,359,246,27,37,5
Methylobacterium_mesophilicum_SR1_6_6.mat,1701,989,522,342,65,109,7
Bacteroides_vulgatus_ERR2221259.mat,1317,678,329,290,30,55,6
Streptococcus_oralis_ATCC_35037.mat,1258,797,483,238,33,82,8
Lactobacillus_oris_F0423.mat,1142,722,421,243,30,63,7
Bradyrhizobium_japonicum_USDA_6.mat,1747,1018,584,300,131,112,8
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH5.mat,2603,1315,826,279,111,188,8
Escherichia_coli_KTE178.mat,3145,844,427,283,71,103,7
Collinsella_aerofaciens_ERR2221153.mat,923,530,234,261,25,68,5
Escherichia_coli_HS.mat,3616,1239,721,305,103,198,8
Streptococcus_agalactiae_BSU133.mat,2200,848,478,288,43,97,7
Salmonella_bongori_NCTC_12419.mat,1705,804,443,261,64,74,6
Sarcina_nov_ERR1203932.mat,1050,598,370,195,26,26,4
Escherichia_coli_M718.mat,3593,1230,726,297,97,191,8
Fusobacterium_perfoetens_ATCC_29250.mat,1166,688,404,250,20,30,5
Streptococcus_sp_SK140.mat,949,601,311,266,16,21,5
Enterococcus_faecium_E1731.mat,1088,596,321,216,23,50,6
Ruminococcaceae_nov_ERR1204059.mat,951,611,361,222,16,29,4
Lactobacillus_rhamnosus_GG_ATCC_53103.mat,2031,669,326,265,37,76,6
Staphylococcus_aureus_subsp_aureus_TCH70.mat,1394,736,350,282,51,84,6
Enterococcus_faecalis_B1441.mat,1233,661,328,276,23,49,6
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_14028S.mat,2345,1237,772,291,94,162,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1725.mat,1882,845,437,283,76,103,6
Escherichia_coli_KTE100.mat,3606,1242,734,289,95,205,8
Shigella_sonnei_Ss046.mat,3198,924,460,309,66,134,8
Campylobacter_hyointestinalis_subsp_hyointestinalis_LMG_9260.mat,1083,724,416,266,30,38,7
Lactobacillus_animalis_ERR2221280.mat,924,537,280,223,21,25,5
Parabacteroides_sp_HGS0025.mat,1237,737,448,213,31,84,5
Lactobacillus_manihotivorans_DSM_13343_JCM_12514.mat,1016,607,307,259,30,33,5
Enterococcus_faecium_E1321.mat,1086,609,335,215,23,50,6
Lactobacillus_lindneri_TMW_1_2007.mat,786,529,275,232,18,17,4
