model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Coprococcus_nov_ERR1203948.mat,1036,681,403,244,29,36,5
Escherichia_coli_P0305260_12.mat,3179,850,424,283,74,113,7
Listeria_monocytogenes_SLCC5850.mat,1706,1028,600,313,112,121,8
Enterococcus_faecalis_ERR2230105.mat,1132,603,302,256,26,39,6
Moraxella_catarrhalis_BC1.mat,1428,1032,603,338,56,92,8
Neisseria_meningitidis_ATCC_13091.mat,1100,697,325,322,40,42,6
Parabacteroides_gordonii_DSM_23371.mat,1358,782,415,311,30,53,6
Escherichia_coli_O104_H4_str_11_02281.mat,3625,1266,738,297,113,221,8
Selenomonas_ruminantium_L14.mat,1267,692,324,311,29,53,5
Klebsiella_pneumoniae_subsp_pneumoniae_LZ.mat,2507,1294,818,290,100,167,8
Acinetobacter_baumannii_IS_58.mat,1561,849,453,285,72,89,7
Prevotella_amnii_DSM_23384_JCM_14753.mat,902,539,289,224,13,20,6
Lachnospiraceae_nov_ERR1022272.mat,970,631,391,207,20,29,4
Capnocytophaga_sp_oral_taxon_338_str_F0234.mat,1012,658,363,269,19,20,6
Brevibacillus_brevis_FJAT_0809_GLX.mat,1944,1215,767,292,135,157,7
Escherichia_coli_KTE8.mat,3563,1221,722,290,101,194,8
Lactobacillus_paracasei_subsp_paracasei_Lpp17.mat,1456,891,544,248,46,101,7
Lachnospiraceae_bacterium_5_1_57FAA.mat,1114,728,431,248,39,49,5
Staphylococcus_aureus_M0197.mat,1409,733,348,279,51,84,6
Campylobacter_jejuni_jejuni_ICDCCJ07004.mat,1161,719,288,346,40,70,5
Bacteroides_cellulosilyticus_ERR2221108.mat,1484,672,384,236,31,42,6
Staphylococcus_aureus_M1093.mat,1388,728,357,274,49,77,6
Escherichia_coli_PA47.mat,3143,866,445,285,70,106,7
Parabacteroides_sp_D26.mat,1173,735,418,265,29,48,6
Rothia_mucilaginosa_ATCC_25296.mat,1307,892,553,260,52,91,8
Clostridioides_difficile_630.mat,1709,1044,679,239,61,123,7
Bifidobacterium_longum_subsp_longum_1_6B.mat,2184,812,530,205,41,75,7
Escherichia_coli_P0302293_9.mat,3202,893,438,305,77,120,7
Brevibacillus_brevis_NBRC_100599.mat,1626,880,490,279,111,90,8
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_P_stx_12.mat,2332,1257,773,297,92,175,7
Staphylococcus_haemolyticus_R1P1.mat,2435,1050,648,281,68,126,7
Prevotella_oris_C735.mat,975,571,318,220,21,27,6
Bacteroides_xylanisolvens_ERR2221366.mat,1229,658,302,301,31,54,6
Escherichia_coli_2726950.mat,3576,1208,711,292,95,182,8
Propionibacterium_acidipropionici_ATCC_4875.mat,1331,770,449,228,39,83,8
Kocuria_palustris_PEL.mat,1266,711,414,200,55,92,8
Streptococcus_agalactiae_MRI_Z1_035.mat,2169,842,487,291,41,77,7
Streptococcus_mutans_4SM1.mat,1377,854,484,312,32,69,8
Enterococcus_faecium_E6045.mat,1905,602,318,215,33,58,6
Escherichia_coli_P0305260_5.mat,3180,874,425,302,74,119,7
Staphylococcus_aureus_M0844.mat,1405,728,346,278,47,84,6
Staphylococcus_aureus_subsp_aureus_PB32.mat,1406,735,346,285,49,84,6
Escherichia_coli_2780750.mat,3622,1249,726,311,107,199,8
Bartonella_quintana_RM_11.mat,1098,829,478,291,31,68,7
Flavonifractor_plautii_ATCC_29863.mat,1174,800,463,265,25,71,7
Acinetobacter_sp_SH024.mat,1461,864,484,298,67,52,7
Escherichia_coli_96_0932.mat,3588,1262,756,297,100,199,8
Salmonella_enterica_subsp_enterica_serovar_Bareilly_str_07_0873.mat,2329,1227,753,298,96,164,7
Lachnospiraceae_bacterium_2_1_46FAA.mat,845,559,311,221,22,26,4
Olsenella_sp_SIT9.mat,809,715,355,345,22,20,5
Helicobacter_pylori_Hp_P_74.mat,1286,836,450,327,35,75,7
Enterococcus_faecium_E1392.mat,1086,590,315,216,23,50,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_43_E_09.mat,2350,1239,765,290,94,172,7
Campylobacter_jejuni_subsp_jejuni_1213.mat,1345,906,483,345,48,82,7
Escherichia_coli_TA271.mat,3170,875,444,282,77,119,7
Enterococcus_faecalis_ERV41.mat,1565,953,564,287,41,111,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_20_H_06.mat,2346,1238,765,289,94,172,7
Chlorobium_phaeobacteroides_BS1.mat,1126,727,389,304,21,37,5
Salmonella_enterica_subsp_enterica_serovar_Hadar_str_RI_05P066.mat,2312,1240,770,305,94,152,7
Propionibacterium_avidum_ATCC_25577.mat,2311,938,600,220,46,119,7
Bacillus_cereus_95.mat,2040,1262,800,305,79,153,8
Tyzzerella_nov_ERR171258.mat,962,616,354,227,22,34,4
Corynebacterium_jeddahense_JCB.mat,942,592,329,218,37,36,5
Bacteroides_thetaiotaomicron_ERR1022413.mat,1502,658,316,287,27,52,5
Enterococcus_faecium_UAA723.mat,1078,595,323,215,21,50,6
Erysipelotrichaceae_bacterium_6_1_45.mat,1037,605,332,233,28,37,4
Streptomyces_sp_HPH0547.mat,1273,807,563,157,46,73,7
Escherichia_coli_O104_H4_str_11_4632_C1.mat,3625,1266,738,297,113,221,8
Streptococcus_pyogenes_SSI_1.mat,933,485,261,207,13,15,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648901_1_17.mat,2306,1215,753,288,98,163,7
Streptococcus_pneumoniae_GA47760.mat,1096,580,252,272,17,54,5
Bifidobacterium_adolescentis_L2_32.mat,1337,753,497,198,29,56,7
Streptococcus_mutans_TCI_138.mat,1352,818,463,300,30,67,7
Haemophilus_influenzae_PittII.mat,1364,712,366,264,31,74,6
Listeria_monocytogenes_FSL_R2_561.mat,1340,724,324,340,89,57,7
Roseburia_intestinalis_ERR2221171.mat,1186,646,340,273,20,30,5
Lactobacillus_iners_UPII_143_D.mat,949,598,374,193,13,33,8
Peptoniphilus_coxii_DNF00729.mat,854,628,347,255,22,24,5
Campylobacter_coli_2680.mat,1409,935,504,349,54,85,7
Grimontia_hollisae_CIP_101886.mat,1607,850,495,254,53,90,8
Streptococcus_agalactiae_LMG_15083.mat,2177,854,492,288,35,89,7
Escherichia_coli_MS_185_1.mat,3548,1214,715,295,101,187,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_14_E_05.mat,2347,1249,770,295,94,172,7
Eubacterium_ramulus_ATCC_29099.mat,1093,720,362,312,25,44,6
Eggerthella_lenta_14A.mat,1161,826,502,276,37,67,7
Anaerococcus_tetradius_MJR8151.mat,869,526,300,202,18,22,5
Escherichia_coli_IAI39.mat,3575,1220,685,309,101,211,8
Colibacter_massiliensis_DSM_103304.mat,904,547,375,148,28,26,6
Salmonella_enterica_subsp_enterica_serovar_Javiana_str_GA_MM04042433.mat,3412,1220,749,308,92,155,7
Pseudomonas_psychrophila_HA_4.mat,1553,909,523,307,118,56,7
Escherichia_coli_90_2281.mat,3577,1251,747,299,100,199,8
Lachnoclostridium_nov_ERR1022305.mat,1050,695,431,226,30,34,5
Edwardsiella_tarda_NBRC_105688.mat,3135,1138,690,312,71,134,8
Clostridium_sartagoforme_AAU1.mat,1785,779,431,259,37,85,7
Erwinia_psidii_IBSBF_435.mat,1574,784,412,289,61,56,7
Staphylococcus_aureus_subsp_aureus_21200.mat,1418,736,349,283,53,82,6
Staphylococcus_aureus_subsp_aureus_IS_250.mat,1348,755,373,282,51,78,5
Enterococcus_faecalis_7330259_5.mat,1231,689,344,277,25,60,6
Escherichia_coli_P0305260_2.mat,3179,849,423,283,74,113,7
Staphylococcus_aureus_subsp_aureus_MSSA476.mat,1394,737,350,283,51,84,6
Bacteroides_dorei_DSM_17855.mat,2115,768,444,240,40,82,6
Enterococcus_faecalis_12030.mat,1240,683,332,276,27,65,6
Campylobacter_coli_132_6.mat,1429,879,483,316,50,80,6
Mycobacterium_avium_subsp_paratuberculosis_K_10.mat,1750,1185,711,345,137,130,8
Staphylococcus_aureus_M0831.mat,1411,734,348,282,51,84,6
Acinetobacter_baumannii_NIPH_24.mat,1555,864,459,295,70,88,7
Prevotella_disiens_FB035_09AN.mat,1033,620,321,270,22,29,8
Anaerostipes_hadrus_ERR1022288.mat,1043,654,386,218,29,47,5
Clostridium_butyricum_E4_str_BoNT_E_BL5262.mat,1949,737,334,305,45,90,5
Lysinibacillus_sphaericus_OT4b25.mat,1306,771,446,257,55,57,7
Corynebacterium_jeikeium_Cj30184_10.mat,940,573,299,229,33,40,5
Streptococcus_peroris_ATCC_700780.mat,1002,621,318,263,18,52,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_17927.mat,2334,1243,767,290,98,172,7
Propionibacterium_sp_409_HC1.mat,1898,632,349,220,36,53,5
Staphylococcus_pseudintermedius_HKU10_03.mat,1699,1082,638,287,72,154,7
Bifidobacterium_kashiwanohense_DSM_21854.mat,1108,586,298,239,27,41,7
Bacillus_paralicheniformis_ATCC_9945a.mat,1487,852,455,303,111,81,6
Lactobacillus_reuteri_MM2_3.mat,1070,695,489,160,20,43,5
Acetatifactor_muris_GP69.mat,1014,657,387,228,23,39,5
Kluyvera_ascorbata_ATCC_33433.mat,1927,898,526,269,59,82,8
Erysipelotrichaceae_bacterium_2_2_44A.mat,1038,610,333,237,30,39,4
Enterococcus_faecalis_7330082_2.mat,1235,687,342,274,25,63,6
Escherichia_coli_O104_H4_str_11_02092.mat,3624,1280,738,313,113,221,8
Ruminococcaceae_nov_ERR1022299.mat,925,598,340,230,16,29,4
Kluyvera_cryocrescens_L2.mat,1750,850,485,285,61,56,7
Listeria_monocytogenes_L312.mat,1710,1024,595,310,116,121,8
Staphylococcus_aureus_M1036.mat,1392,731,348,279,49,84,6
Acinetobacter_baumannii_AB_2008_15_71.mat,1569,859,457,291,73,88,7
Bifidobacterium_longum_BXY01.mat,1081,556,254,251,29,41,5
Eggerthella_lenta_DSM_11767.mat,1163,810,491,270,37,68,7
Clostridium_bolteae_ATCC_BAA_613.mat,1245,769,525,172,49,73,5
Helicobacter_pylori_HP116Bi.mat,1303,912,459,397,33,81,7
Acidaminococcus_sp_BV3L6.mat,1082,666,368,249,32,44,5
Escherichia_coli_MP021552_8.mat,3655,1264,749,294,101,207,8
Lachnoclostridium_nov_ERR1022405.mat,966,666,373,258,23,33,5
Acinetobacter_baumannii_ABNIH22.mat,1563,871,466,295,70,88,7
Escherichia_coli_P0299438_6.mat,3189,890,440,305,75,117,7
Pantoea_agglomerans_3.mat,1720,837,468,274,71,62,7
Lactobacillus_kunkeei_DSM_12361_ATCC_700308.mat,805,548,293,233,25,23,6
Mycobacterium_abscessus_5S_0421.mat,1327,822,480,258,106,73,7
Enterococcus_faecalis_B3336.mat,1233,660,327,276,21,49,6
Escherichia_coli_KTE234.mat,3576,1232,735,293,93,194,8
Staphylococcus_epidermidis_VCU045.mat,1676,1048,616,308,65,119,7
Escherichia_coli_DEC12C.mat,3558,1203,709,301,95,181,8
Enterococcus_faecium_9930238_2.mat,1058,575,306,215,21,47,6
Staphylococcus_aureus_M0628.mat,1389,747,359,286,49,84,6
Klebsiella_pneumoniae_ATCC_BAA_1705.mat,2612,1322,832,279,112,188,8
Acinetobacter_baumannii_NIPH_615.mat,1570,838,466,265,70,80,7
Campylobacter_sputorum_bv_faecalis_CCUG_20703.mat,968,605,301,267,28,27,5
Staphylococcus_aureus_M0060.mat,1409,732,348,278,51,84,6
Parabacteroides_nov_ERR1203954.mat,1228,719,416,251,29,48,5
Pseudomonas_aeruginosa_PAO579.mat,2200,1287,780,332,122,164,8
Pseudomonas_stutzeri_SLG510A3_8.mat,1479,858,435,335,63,74,7
Mycoplasma_hominis_ATCC_27545.mat,582,413,180,222,6,17,5
Acinetobacter_baumannii_ABNIH4.mat,1547,855,453,292,70,88,7
Dorea_formicigenerans_ERR1204069.mat,1150,643,319,283,28,50,4
Streptococcus_pneumoniae_7286_06.mat,1107,582,254,270,17,56,5
Dyadobacter_fermentans_DSM_18053.mat,1571,940,551,303,105,79,8
Escherichia_coli_2871950.mat,3592,1239,737,289,97,195,8
Escherichia_coli_ERR2221112.mat,1925,853,415,312,71,105,7
Staphylococcus_hominis_subsp_hominis_ZBW5.mat,1604,1030,633,278,66,114,7
