model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Anaerofustis_stercorihominis_DSM_17244.mat,963,641,351,250,30,37,6
Aliivibrio_salmonicida_LFI1238.mat,1388,725,403,260,48,51,6
Prevotella_corporis_MJR7716.mat,922,560,313,217,17,26,6
Lactobacillus_paracasei_32G.mat,2245,937,530,305,42,110,7
Staphylococcus_aureus_M1322.mat,1407,730,348,278,49,84,6
Staphylococcus_aureus_subsp_aureus_21272.mat,1384,727,349,280,49,78,6
Escherichia_coli_DEC12B.mat,3571,1231,717,313,95,191,8
Dechlorosoma_suillum_PS.mat,1183,765,434,282,37,47,6
Staphylococcus_aureus_M1216.mat,1410,732,354,279,49,79,6
Lactobacillus_iners_SPIN_1401G.mat,944,612,378,196,15,36,8
Enterococcus_gallinarum_ERR2221347.mat,1121,636,395,192,28,46,6
Shigella_sonnei_4822_66.mat,2978,861,451,282,67,106,7
Eubacterium_oxidoreducens_DSM_3217.mat,1032,632,361,235,21,33,6
Catabacter_hongkongensis_HKU16.mat,968,688,390,265,25,25,5
Cutibacterium_acnes_PA_21_1_L1.mat,1151,649,305,283,34,56,5
Citrobacter_sp_L17.mat,1861,886,476,308,72,80,7
Staphylococcus_epidermidis_VCU118.mat,1665,1043,607,304,69,121,7
Flavonifractor_plautii_YL31.mat,1075,693,421,231,18,39,4
Streptococcus_mutans_SF14.mat,1322,788,429,305,24,58,6
Blautia_producta_DSM_2950.mat,1201,684,389,242,37,54,6
Bifidobacterium_pseudocatenulatum_ERR1022356.mat,995,529,243,244,21,34,5
Enterococcus_faecalis_ERR2230123.mat,1132,603,302,256,26,39,6
Listeria_monocytogenes_ATCC_19117.mat,1739,1059,624,317,118,120,8
Enterococcus_durans_FB129_CNAB_4.mat,1064,594,319,216,23,50,6
Robinsoniella_peoriensis_WT.mat,1181,700,395,247,33,51,5
Variovorax_paradoxus_NBRC_15149.mat,1609,917,486,340,121,74,7
Actinobacillus_pleuropneumoniae_serovar_13_str_N273.mat,1754,1022,607,300,56,125,8
Listeria_monocytogenes_08_5923.mat,1718,1062,641,303,112,123,8
Staphylococcus_aureus_M0288.mat,1409,733,348,279,51,84,6
Enterococcus_faecalis_V587.mat,1236,656,325,274,23,47,6
Escherichia_coli_P0302308_1.mat,3175,878,425,305,75,120,7
Enterobacter_roggenkampii_35734.mat,1754,826,457,287,65,58,7
Streptococcus_pneumoniae_2061376.mat,1116,578,258,262,17,56,5
Clostridium_sp_7_2_43FAA.mat,2002,703,484,132,53,91,4
Streptococcus_agalactiae_str_Gottschalk_2864.mat,2213,851,479,290,45,99,7
Natranaerovirga_pectinivora_DSM_24629.mat,1041,688,394,262,28,30,6
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19447.mat,2355,1243,765,296,98,166,7
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain.mat,2351,1243,764,293,92,178,7
Bacillus_cereus_VDM006.mat,1961,1167,676,311,84,169,7
Paeniclostridium_sordellii_R32668.mat,1084,617,393,190,24,26,5
Enterococcus_faecalis_B2802.mat,1233,661,328,276,23,49,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_49_E_09.mat,2342,1247,779,284,94,172,7
Staphylococcus_aureus_M0692.mat,1405,728,346,278,47,84,6
Thermus_scotoductus_SA_01.mat,1114,656,365,247,32,40,5
Campylobacter_coli_111_3.mat,1393,916,491,341,53,79,7
Turicibacter_sp_H121.mat,905,557,301,238,20,17,4
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_639016_6.mat,1882,845,437,283,76,103,6
Streptococcus_agalactiae_GB00112.mat,2172,857,490,293,37,90,8
Mycobacterium_abscessus_M115.mat,1323,802,477,241,104,73,7
Enterococcus_faecalis_B4148.mat,1233,661,328,276,23,49,6
Lachnospiraceae_nov_ERR171283.mat,1028,674,387,253,24,34,4
Escherichia_coli_8_0569.mat,3590,1217,721,290,94,194,8
Succiniclasticum_ruminis_DSM_11005.mat,1055,712,350,333,18,31,4
Staphylococcus_aureus_M1193.mat,1407,731,348,279,49,84,6
Escherichia_coli_O157_H7_str_G5101.mat,3148,864,443,285,70,106,7
Lactobacillus_jensenii_1153.mat,980,569,273,247,25,74,7
Escherichia_coli_KD2.mat,3630,1242,741,291,103,197,8
Sarcina_nov_ERR1022468.mat,1210,691,450,200,31,36,5
Staphylococcus_aureus_subsp_aureus_TCH60.mat,1381,740,353,284,48,84,5
Tannerella_sp_6_1_58FAA_CT1.mat,1945,695,374,275,27,38,6
Parabacteroides_merdae_ERR1022364.mat,1279,691,343,304,27,43,5
Staphylococcus_aureus_M0077.mat,1409,732,348,278,51,84,6
Fusobacterium_nucleatum_subsp_animalis_ATCC_51191.mat,1105,648,357,255,29,31,5
Escherichia_coli_EC4196.mat,3578,1259,753,299,102,199,8
Enterococcus_faecalis_DS5.mat,1586,985,592,286,39,116,8
Acinetobacter_baumannii_3990.mat,1563,865,460,295,70,88,7
Staphylococcus_epidermidis_VCU123.mat,1655,1042,603,308,63,129,7
Streptococcus_pneumoniae_NorthCarolina6A_23.mat,1105,582,252,272,17,56,5
Cutibacterium_acnes_HL099PA1.mat,2358,949,537,279,57,137,7
Helicobacter_pylori_NQ4099.mat,1292,843,460,324,35,75,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_543463_42_20.mat,1867,852,427,300,76,103,6
Bifidobacterium_pseudocatenulatum_DSM_20438.mat,898,473,310,120,27,44,6
Lachnospiraceae_nov_ERR1203952.mat,951,638,376,230,20,33,4
Streptococcus_agalactiae_FSL_S3_137.mat,2171,848,487,287,35,89,7
Lachnospira_nov_ERR1022394.mat,944,607,357,221,24,28,5
Bacteroides_ovatus_ERR1203959.mat,1484,631,304,270,33,56,6
Streptococcus_agalactiae_GB00115.mat,2180,860,489,294,37,93,8
Rubrobacter_xylanophilus_DSM_9941.mat,1216,734,430,241,38,52,6
Lachnospiraceae_nov_ERR1203972.mat,935,625,378,213,22,28,4
Blautia_torques_ERR1022404.mat,1255,692,384,262,36,55,5
Enterococcus_faecalis_T8.mat,1593,990,586,289,41,122,8
Klebsiella_sp_OBRC7.mat,1911,877,518,254,69,83,7
Streptococcus_agalactiae_GB00082.mat,2199,855,489,290,39,93,7
Blautia_nov_ERR1204065.mat,1111,664,381,232,31,50,5
Lactobacillus_zeae_DSM_20178_KCTC_3804.mat,1854,636,382,226,26,22,5
Bulleidia_extructa_W1219.mat,821,505,247,228,19,29,7
Lachnospiraceae_nov_ERR2221285.mat,1159,702,399,253,37,52,5
Enterococcus_faecium_7330519_3.mat,1062,572,301,215,23,47,6
Escherichia_coli_DEC9D.mat,3580,1247,734,314,107,191,8
Salmonella_enterica_subsp_enterica_serovar_Dublin_str_HWS51.mat,1919,852,436,283,76,106,6
Leuconostoc_gelidum_JB7.mat,1085,645,346,249,24,56,6
Listeria_monocytogenes_N53_1.mat,1678,996,593,313,104,102,8
Staphylococcus_aureus_subsp_aureus_GR1.mat,1391,733,349,282,49,82,6
Escherichia_coli_PA13.mat,3147,870,443,285,70,112,7
Streptococcus_mutans_TCI_243.mat,1359,843,480,300,30,75,7
Listeria_monocytogenes_str_Scott_A.mat,1712,1027,596,310,118,123,8
Aggregatibacter_aphrophilus_ATCC_33389.mat,1599,976,616,274,49,85,7
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_556152.mat,3483,1243,760,289,96,180,7
Barnesiella_viscericola_DSM_18177.mat,1011,669,363,267,25,29,6
Cutibacterium_acnes_HL103PA1.mat,2346,944,538,271,58,147,7
Escherichia_coli_2729250.mat,3629,1270,759,288,109,210,8
Enterococcus_faecalis_T3.mat,1568,958,568,290,39,112,8
Bifidobacterium_scardovii_JCM_12489.mat,1116,622,357,220,29,41,7
Stenotrophomonas_maltophilia_ISMMS3.mat,1230,722,376,267,51,64,7
Streptococcus_pneumoniae_GA44378.mat,1109,582,252,272,17,56,5
Campylobacter_jejuni_subsp_jejuni_84_25.mat,1383,924,487,352,55,88,7
Pseudomonas_putida_F1.mat,1948,1030,533,334,94,132,8
Escherichia_coli_KTE119.mat,3632,1236,747,289,99,183,8
Citrobacter_freundii_ATCC_8090.mat,2098,1015,511,336,83,142,8
Enterococcus_faecalis_B2670.mat,1233,661,328,276,23,49,6
Staphylococcus_xylosus_DMB3_Bh1.mat,1470,818,412,307,55,86,8
Alcaligenes_faecalis_ZD02.mat,1419,810,425,309,50,69,6
Enterococcus_faecium_E1904.mat,1078,577,305,216,23,47,6
Lachnospiraceae_nov_ERR1022431.mat,1011,664,377,248,23,38,5
Blautia_nov_ERR2230071.mat,1131,764,440,277,27,47,5
Streptococcus_mutans_21.mat,1394,877,501,312,30,76,7
Acinetobacter_baumannii_WC_348.mat,1566,863,457,295,71,88,7
Mobiluncus_mulieris_ATCC_35243.mat,830,578,252,283,29,33,5
Gardnerella_vaginalis_00703Bmash.mat,759,449,183,243,17,54,6
Brachyspira_aalborgi_PC3997IV.mat,1063,657,315,314,20,25,4
Shewanella_woodyi_ATCC_51908.mat,1369,788,423,286,48,63,6
Clostridium_tyrobutyricum_UC7086.mat,1482,1055,668,284,55,109,8
Helicobacter_pylori_CPY3281.mat,1307,847,472,313,37,78,7
Escherichia_coli_KTE23.mat,3557,1237,720,308,103,196,8
Streptococcus_pneumoniae_GA47439.mat,1107,584,254,272,17,56,5
Bifidobacterium_stercoris_ERR1204054.mat,1010,525,239,242,21,36,5
Escherichia_coli_DEC4B.mat,3569,1260,760,293,102,199,8
Staphylococcus_epidermidis_VCU065.mat,1666,1051,618,304,69,118,7
Enterococcus_faecalis_RM4679.mat,1255,684,341,276,25,59,6
Rhizobium_leguminosarum_bv_viciae_WSM1481.mat,1685,917,510,318,114,66,7
Turicibacter_sanguinis_PC909.mat,982,625,346,255,25,23,5
Bifidobacterium_breve_MCC_1454.mat,1045,525,255,223,27,39,5
Bacillus_cereus_VD166.mat,2006,1240,752,318,86,164,8
Streptococcus_agalactiae_GB00911.mat,2196,859,494,288,39,91,8
Klebsiella_oxytoca_ERR2221287.mat,1886,888,518,276,74,70,7
Bacillus_cereus_BAG2X1_1.mat,1924,1147,676,301,78,163,7
Rothia_dentocariosa_M567.mat,1322,893,538,256,57,106,8
Clostridium_tertium_Gcol_A43_Gcol_A43_1.mat,1199,683,426,201,35,53,6
Eggerthella_lenta_DSM_15644.mat,1151,811,493,270,37,67,7
Escherichia_coli_EC1864.mat,3586,1265,753,299,102,205,8
Staphylococcus_aureus_subsp_aureus_CIG2018.mat,1411,736,348,282,51,86,6
Prevotella_bryantii_B14.mat,2027,694,355,269,30,66,8
Bacteroides_stercoris_ERR2230094.mat,1257,681,441,193,29,37,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_485549_17.mat,1882,845,437,283,76,103,6
Escherichia_coli_E110019.mat,3491,1210,704,313,103,210,8
Shigella_flexneri_2930_71.mat,2932,864,459,286,62,102,7
Lactobacillus_siliginis_DSM_22696.mat,890,575,311,229,29,27,6
Clostridium_hathewayi_WAL_18680.mat,1522,993,654,254,67,94,8
Blautia_nov_ERR2230064.mat,1074,705,408,254,27,43,5
Streptococcus_mutans_SA38.mat,1358,842,488,297,30,69,7
Enterococcus_faecium_TX0133a04.mat,1417,897,575,233,35,90,7
Staphylococcus_hominis_VCU122.mat,1592,1007,616,274,64,112,7
Escherichia_coli_96_0428.mat,3579,1254,748,299,102,199,8
Erysipelotrichaceae_nov_ERR1204057.mat,949,616,330,254,21,29,5
Actinomyces_israelii_DSM_43320.mat,1164,674,361,250,38,48,5
Bifidobacterium_boum_DSM_20432.mat,1091,641,335,251,33,51,7
Enterococcus_faecalis_SF21520.mat,1237,657,326,274,23,47,6
Escherichia_coli_2_3916.mat,3602,1239,724,305,98,192,8
Staphylococcus_aureus_M0404.mat,1387,726,349,279,49,78,6
Enterobacter_cloacae_EcWSU1.mat,2050,938,475,283,80,152,8
Escherichia_coli_AA86.mat,3576,1225,727,290,95,193,8
Enterococcus_saccharolyticus_DSM8903.mat,1095,705,387,297,25,21,7
Blautia_nov_ERR2230067.mat,1060,702,404,256,27,43,5
Streptococcus_mutans_NLML5.mat,1374,834,474,296,30,76,7
Bacillus_cereus_HuA2_4.mat,2020,1220,751,309,82,155,8
Pseudomonas_aeruginosa_PABL056.mat,2322,1314,800,323,123,178,8
Acinetobacter_baumannii_AB_1594_8.mat,1560,860,453,297,72,88,7
Escherichia_coli_P0302308_2.mat,3179,884,435,303,71,118,7
Staphylococcus_aureus_subsp_aureus_VC40.mat,1432,733,348,281,51,84,6
Vibrio_rotiferianus_DAT722.mat,1572,805,416,300,60,68,6
Escherichia_coli_E482.mat,3577,1212,722,289,92,187,8
Escherichia_coli_PA9.mat,3144,864,443,285,70,106,7
Escherichia_albertii_TW07627.mat,1970,882,448,279,70,133,8
Sulfolobus_solfataricus_P2.mat,1669,552,372,132,30,47,7
Bacteroides_ureolyticus_DSM_20703.mat,1035,671,327,277,24,66,7
Campylobacter_coli_1891.mat,1370,893,469,343,50,81,7
Pantoea_sp_YR343.mat,1731,843,475,266,69,75,7
Pseudomonas_aeruginosa_18A.mat,2196,1268,773,325,110,162,8
Helicobacter_pylori_Hp_P_3b.mat,1296,832,461,312,35,75,7
Cutibacterium_acnes_HL110PA4.mat,2343,945,538,272,58,147,7
Proteus_mirabilis_WGLW4.mat,1966,1125,710,272,81,140,7
Blautia_nov_ERR1203955.mat,1075,704,401,260,27,44,5
Salmonella_enterica_subsp_enterica_serovar_Agona_str_30_H_04.mat,2348,1238,765,289,94,172,7
Shigella_flexneri_CDC_796_83.mat,2942,849,451,284,67,92,7
Streptococcus_pneumoniae_5185_06.mat,1092,535,257,218,17,56,5
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH7.mat,2604,1317,828,279,111,188,8
Staphylococcus_epidermidis_NIHLM001.mat,1680,1056,622,294,69,125,7
Cutibacterium_acnes_HL060PA1.mat,2308,937,534,284,60,127,7
Lachnoclostridium_nov_ERR2230076.mat,1022,670,383,248,24,36,4
Peptoniphilus_harei_ERR2221371.mat,904,614,379,212,20,24,5
Propionibacterium_acnes_KPA171202.mat,2111,691,357,238,47,89,7
Sarcina_nov_ERR171255.mat,1052,589,361,195,26,26,4
Streptococcus_pneumoniae_INV104.mat,1099,579,251,270,17,56,5
Enterococcus_faecalis_B4672.mat,1233,661,328,276,23,49,6
Streptococcus_agalactiae_MRI_Z1_204.mat,2211,852,473,296,47,99,8
Escherichia_coli_O104_H4_str_Ec11_9941.mat,3625,1269,738,297,113,224,8
Lactobacillus_apis_LMG_26964.mat,735,445,200,225,14,14,5
Flaviflexus_massiliensis_SIT4.mat,997,646,382,214,32,39,6
Staphylococcus_aureus_M0539.mat,1409,732,348,278,51,84,6
Streptococcus_agalactiae_09mas018883.mat,2213,859,483,288,45,103,7
Streptococcus_mitis_bv_2_str_SK95.mat,1223,763,481,235,28,52,8
Staphylococcus_aureus_M0221.mat,1412,734,348,282,51,84,6
Clostridium_clostridioforme_90B1.mat,2476,1088,732,249,77,120,8
Enterobacter_nov_ERR2221354.mat,1688,818,468,275,57,49,7
Streptococcus_mutans_TCI_249.mat,1387,859,496,302,28,73,7
Escherichia_coli_KTE132.mat,3606,1256,747,291,98,204,8
Klebsiella_pneumoniae_UHKPC45.mat,2576,1303,816,281,112,181,8
Escherichia_coli_179100.mat,3613,1237,726,294,107,202,8
Staphylococcus_aureus_subsp_aureus_21262.mat,1397,740,349,283,53,86,6
Campylobacter_jejuni_subsp_jejuni_51037.mat,1305,890,455,357,51,82,7
Enterobacter_cloacae_subsp_cloacae_08XA1.mat,2361,1274,766,313,95,177,8
Escherichia_coli_KTE82.mat,3619,1233,732,300,105,190,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_56_O_08.mat,2348,1242,769,289,94,172,7
Escherichia_coli_KTE228.mat,3602,1225,724,298,103,188,8
Alistipes_sp_AL_1.mat,1004,639,375,225,21,38,6
Streptococcus_sobrinus_TCI_13.mat,1004,566,337,207,19,21,6
Lactobacillus_agilis_DSM_20509.mat,946,561,299,229,23,30,6
Cupriavidus_metallidurans_CH34.mat,1619,929,542,286,116,74,7
Streptococcus_agalactiae_FSL_F2_343.mat,2197,855,489,288,39,93,7
Aeromonas_dhakensis_SSU.mat,2094,1186,740,286,79,144,7
Escherichia_coli_KTE140.mat,3601,1229,735,297,99,182,8
Pseudomonas_aeruginosa_XMG.mat,2251,1328,818,323,125,173,8
Acinetobacter_baumannii_WC_692.mat,1572,860,454,295,71,88,7
Vibrio_mimicus_MB_451.mat,1714,850,447,272,63,116,8
Staphylococcus_aureus_M1291.mat,1392,730,348,278,49,84,6
Staphylococcus_aureus_subsp_aureus_str_JKD6008.mat,1413,737,351,282,51,84,6
Streptococcus_pneumoniae_GA49138.mat,1085,581,258,272,15,51,5
Helicobacter_pylori_CCHI_33.mat,1294,837,468,316,33,73,7
Escherichia_coli_3431.mat,3558,1225,739,288,92,182,8
Massilioclostridium_coli_DSM_103344.mat,925,594,310,245,12,38,4
Clostridium_massilioamazoniensis_ND2.mat,1107,699,435,231,31,31,6
Staphylococcus_aureus_M1078.mat,1393,730,348,278,49,84,6
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378.mat,952,697,447,203,17,52,5
Methyloversatilis_universalis_FAM5.mat,1374,852,453,299,54,80,7
Escherichia_coli_KTE28.mat,3569,1239,722,308,103,196,8
Escherichia_coli_O157_H7_str_TW14359.mat,3158,865,444,285,70,106,7
Streptococcus_sanguinis_SK1087.mat,1475,908,550,294,35,81,7
Catenibacterium_mitsuokai_ERR2221198.mat,968,629,340,257,22,31,4
Bifidobacterium_longum_subsp_longum_KACC_91563.mat,2181,792,512,200,41,81,7
Campylobacter_coli_Z163.mat,1392,914,487,341,55,81,7
Cutibacterium_acnes_HL087PA2.mat,2368,978,562,277,59,143,7
Bacteroides_acidifaciens_1e8A.mat,1072,672,381,242,25,41,6
Escherichia_coli_IHE3034.mat,3562,1214,718,290,100,192,8
Escherichia_coli_KTE229.mat,3556,1217,725,295,94,181,8
Streptococcus_agalactiae_GB00954.mat,2190,844,475,288,43,95,8
Enterococcus_faecalis_B_4_111.mat,1214,657,315,283,25,51,6
Bacillus_mycoides_AH603.mat,2002,1193,737,290,80,159,7
Eubacterium_ramulus_ERR1022349.mat,1012,673,367,261,25,42,5
Erysipelotrichaceae_nov_ERR2221230.mat,1022,610,335,235,30,39,4
Campylobacter_coli_1957.mat,1378,904,474,341,55,84,7
Escherichia_coli_P0302308_10.mat,3180,888,433,305,77,120,7
Staphylococcus_aureus_M0565.mat,1405,728,346,278,47,84,6
Prevotella_buccalis_UMB0536_16933_8_22_1.mat,937,602,348,232,15,18,6
Bacteroides_massiliensis_B84634.mat,2149,757,393,291,34,72,7
Escherichia_coli_P0299917_5.mat,3188,878,439,285,79,122,7
Staphylococcus_aureus_subsp_aureus_CIG1057.mat,1378,731,348,279,49,84,6
Enterococcus_faecium_E2560.mat,1081,593,319,215,23,50,6
Campylobacter_jejuni_subsp_jejuni_140_16.mat,1341,905,475,347,51,86,7
Streptococcus_pneumoniae_SPN1041.mat,1109,590,254,274,19,62,5
Acinetobacter_guillouiae_NIPH_991.mat,1433,854,427,343,123,56,7
Staphylococcus_aureus_M1286.mat,1405,728,346,278,47,84,6
Streptococcus_pneumoniae_GA44386.mat,1109,579,252,269,17,56,5
Helicobacter_pylori_GAM263BFi.mat,1292,891,447,388,33,78,7
Filifactor_alocis_ATCC_35896.mat,920,627,352,243,27,33,8
Staphylococcus_aureus_subsp_aureus_CIGC348.mat,1392,730,348,278,49,84,6
Streptococcus_mutans_NLML4.mat,1376,829,480,296,30,65,7
Paenibacillus_phocaensis_DSM_101777.mat,1326,754,499,185,49,65,7
Klebsiella_pneumoniae_361_1301.mat,2534,1278,813,290,106,156,8
Cronobacter_sakazakii_ES35.mat,2218,1220,726,319,86,159,8
Staphylococcus_aureus_CN79.mat,1410,739,370,265,51,84,6
Escherichia_coli_5_0959.mat,3621,1246,718,316,105,197,8
Escherichia_coli_6_0172.mat,3583,1256,750,299,102,199,8
Lachnospiraceae_bacterium_sp_8_1_57FAA.mat,935,682,415,216,37,56,5
Capnocytophaga_sp_oral_taxon_332_str_F0381.mat,1131,667,345,292,21,24,5
