model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Escherichia_coli_DEC7E.mat,3571,1224,738,287,92,190,8
Erysipelotrichaceae_nov_ERR1022332.mat,943,644,348,266,20,25,4
Acinetobacter_baumannii_AB31.mat,1503,847,443,309,73,70,7
Ureaplasma_parvum_serovar_14_str_ATCC_33697.mat,525,411,158,237,4,18,6
Enterococcus_faecalis_Com1.mat,1226,686,339,277,25,62,6
Helicobacter_pylori_Hp_H_36.mat,1285,823,452,314,33,75,7
Anaerococcus_senegalensis_JC48.mat,910,592,334,228,24,24,4
Staphylococcus_aureus_M1533.mat,1392,730,348,278,49,84,6
Enterococcus_faecalis_JH1.mat,1578,977,582,286,41,118,8
Proteus_vulgaris_FDAARGOS_366.mat,1477,771,427,264,57,59,6
Enterococcus_faecalis_ATCC_19433.mat,1593,957,572,274,49,122,8
Haemophilus_influenzae_F3047.mat,1361,720,376,269,29,65,6
Streptococcus_pneumoniae_GA17457.mat,1088,606,266,284,15,56,5
Escherichia_coli_KTE3.mat,3558,1226,732,290,98,190,8
Acinetobacter_baumannii_Naval_13.mat,1566,864,465,291,68,86,7
Bacillus_cereus_AH1273.mat,1553,810,423,283,62,86,6
Bacteroides_finegoldii_ERR1022319.mat,1195,639,334,252,27,44,6
Neisseria_elongata_subsp_glycolytica_ATCC_29315.mat,1218,786,374,338,41,66,7
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH20.mat,2601,1316,828,278,111,188,8
Enterococcus_faecalis_UAA769.mat,1238,665,325,279,27,51,6
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035320.mat,3056,847,443,279,74,101,6
Lactobacillus_casei_UW4.mat,1385,821,510,221,46,87,7
Staphylococcus_aureus_subsp_aureus_str_Newman.mat,1412,736,349,283,51,84,6
Escherichia_coli_536.mat,3557,1225,724,289,97,195,8
Odoribacter_splanchnicus_ERR2230125.mat,1107,591,307,238,25,36,5
Ureaplasma_urealyticum_serovar_2_str_ATCC_27814.mat,528,414,161,237,4,18,6
Enterococcus_faecalis_D173.mat,1242,672,328,276,23,62,6
Marinospirillum_alkaliphilum_DSM_21637.mat,1238,782,400,326,47,44,6
Paraclostridium_bifermentans_WYM.mat,1099,617,403,180,30,26,5
Escherichia_coli_DEC7D.mat,3583,1217,721,290,97,194,8
Citrobacter_amalonaticus_YG8.mat,1787,860,450,306,68,78,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_73_H_09.mat,2350,1243,769,290,94,172,7
Bacillus_cereus_Rock1_3.mat,2021,1242,749,315,80,172,8
Lachnoclostridium_nov_ERR2230109.mat,993,667,385,250,20,30,4
Escherichia_coli_STEC_DG131_3.mat,3159,863,436,283,79,112,7
Mycoplasma_pneumoniae_309.mat,507,337,123,201,6,7,5
Treponema_vincentii_F0403.mat,1146,651,318,300,29,32,6
Streptococcus_australis_ATCC_700641.mat,1098,646,341,254,19,62,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_57_A_08.mat,2312,1225,751,286,94,174,7
Klebsiella_oxytoca_ERR2221400.mat,1883,893,526,273,74,67,7
Weissella_confusa_LBAE_C39_2.mat,1003,632,358,220,20,55,6
Treponema_denticola_H_22.mat,1113,643,326,276,27,35,5
Enterococcus_faecalis_T11.mat,1569,967,583,292,41,103,8
Vibrio_harveyi_1DA3.mat,1561,807,425,298,58,69,6
Bacteroides_xylanisolvens_XB1A.mat,2657,760,444,234,40,85,7
Staphylococcus_aureus_subsp_aureus_IS_88.mat,1405,740,346,282,53,92,6
Actinomyces_sp_ICM39.mat,923,583,308,225,26,39,5
Anaerotruncus_sp_G3_2012.mat,1823,707,431,244,28,33,4
Streptococcus_pneumoniae_2071247.mat,1097,584,254,270,19,60,5
Escherichia_coli_88_1467.mat,3585,1262,756,299,102,199,8
Escherichia_coli_G58_1.mat,3560,1216,728,290,94,184,8
Streptococcus_australis_ERR2221360.mat,922,495,262,203,19,27,6
Roseburia_inulinivorans_ERR1203941.mat,1090,682,354,292,22,35,4
Streptococcus_pneumoniae_G54.mat,1203,585,289,226,23,81,6
Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_41563.mat,2377,1245,769,291,98,171,7
Clostridium_clostridioforme_2_1_49FAA.mat,2459,1082,732,242,76,117,8
Enterococcus_flavescens_ERR2221403.mat,1091,646,387,220,26,36,6
Escherichia_coli_NE1487.mat,3581,1259,753,299,102,199,8
Streptococcus_pneumoniae_SPN072838.mat,1103,579,249,272,17,56,5
Ruminiclostridium_nov_ERR2221177.mat,982,675,438,206,20,27,4
Escherichia_coli_MP021017_2.mat,3600,1262,740,306,97,206,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648901_39_2.mat,2232,1198,747,297,94,144,7
Staphylococcus_aureus_PPUKM_377_2009.mat,1338,697,345,264,42,70,6
Streptococcus_agalactiae_LMG_15095.mat,2176,857,488,292,37,93,8
Shigella_dysenteriae_CDC_74_1112.mat,2861,847,471,258,60,99,7
Cutibacterium_acnes_HL050PA1.mat,2371,966,555,269,59,146,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607307_2.mat,1882,845,437,283,76,103,6
Lactococcus_garvieae_LG9.mat,1249,805,513,226,29,75,8
Serratia_rubidaea_NCTC10848.mat,1798,869,446,307,74,87,7
Neisseria_shayeganii_871.mat,1108,691,360,290,38,36,6
Helicobacter_pylori_GAM260BSi.mat,1303,904,453,395,35,81,7
Escherichia_coli_P0298942_1.mat,3197,893,435,308,77,119,7
Ralstonia_sp_5_2_56FAA.mat,1565,919,497,341,114,66,7
Bifidobacterium_longum_longum_BBMN68.mat,1188,628,293,265,35,60,6
Paenibacillus_antibioticophila_GD11.mat,1210,770,430,284,41,51,6
Yokenella_regensburgei_ATCC_43003.mat,2089,925,518,247,72,126,8
Ruminococcaceae_nov_ERR1022483.mat,824,538,296,223,12,18,6
Cronobacter_sakazakii_2151.mat,2233,1214,757,289,88,143,8
Acinetobacter_baumannii_OIFC098.mat,1570,867,467,287,68,93,7
Escherichia_coli_P0302308_3.mat,3181,886,431,305,75,120,7
Bacillus_licheniformis_ERR2230107.mat,1527,861,486,277,113,85,6
Enterococcus_faecium_TX0133C.mat,1417,895,573,233,35,90,7
Lactobacillus_plantarum_ERR2221349.mat,1202,662,387,225,42,37,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_04_O_05.mat,2350,1242,768,290,94,172,7
Flavobacterium_cheniae_DSM_22462.mat,947,617,300,283,19,36,5
Veillonella_dispar_ATCC_17748.mat,1268,752,390,286,33,75,7
Enterococcus_faecalis_KB1.mat,1179,643,342,255,26,39,6
Pseudomonas_aeruginosa_NCGM2_S1.mat,1861,913,378,388,88,110,7
Slackia_exigua_ATCC_700122.mat,936,689,409,226,25,56,8
Bacteroides_uniformis_ERR1022363.mat,1393,661,365,252,27,37,5
Bacillus_halodurans_C_125.mat,1518,831,438,273,119,96,8
Paenibacillus_lactis_154.mat,1575,878,514,268,60,81,8
Yersinia_frederiksenii_ATCC_33641.mat,1913,897,473,293,67,109,8
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_ATCC_BAA710.mat,3007,837,438,276,71,94,6
Streptococcus_pneumoniae_SPN032672.mat,1101,588,257,273,17,56,5
Acinetobacter_pittii_ANC_4052.mat,1730,944,478,338,134,104,8
Clostridioides_difficile_ERR2221225.mat,1310,695,373,266,41,45,5
Escherichia_coli_DEC6A.mat,3523,1198,711,286,92,185,8
Escherichia_coli_O111_H8_str_CFSAN001632.mat,3186,854,438,283,75,107,7
Enterococcus_faecium_E1050.mat,1093,606,332,213,25,50,6
Lactobacillus_fermentum_CECT_5716.mat,1280,860,509,279,32,84,7
Enterococcus_faecalis_79_3.mat,1239,681,331,275,27,65,6
Coprobacillus_cateniformis_D6.mat,951,824,365,420,26,52,4
Alistipes_nov_ERR2221210.mat,902,610,349,231,15,33,6
Enterococcus_faecium_9730357_1.mat,1064,572,299,217,23,47,6
Bacteroides_vulgatus_ERR1022458.mat,1329,678,334,285,30,55,6
Clostridium_clostridioforme_90A4.mat,2464,1082,717,249,77,129,8
Staphylococcus_aureus_M0719.mat,1409,732,348,278,51,84,6
Staphylococcus_aureus_M0367.mat,1392,730,348,278,49,84,6
Prevotella_oris_DSM_18711_JCM_12252.mat,986,590,344,213,21,27,6
Helicobacter_hepaticus_ATCC_51449.mat,1001,631,298,295,29,32,5
Bacteroides_uniformis_ERR2230119.mat,1303,650,361,246,27,37,5
Mucispirillum_schaedleri_ASF457.mat,1045,682,356,287,21,37,5
Streptococcus_agalactiae_str_Gottschalk_31825.mat,2209,848,475,290,47,99,8
Streptococcus_pneumoniae_NP127.mat,1104,580,254,268,17,56,5
Alistipes_onderdonkii_ERR2230093.mat,1017,638,374,225,21,38,6
Bifidobacterium_longum_longum_JCM_1217.mat,1931,596,299,225,37,62,6
Capnocytophaga_ochracea_DSM_7271.mat,1123,657,341,281,23,33,7
uncultured_Clostridium_sp_ERR1022385.mat,1065,914,415,460,27,50,5
Helicobacter_pylori_Hp_A_11.mat,1255,833,453,330,33,70,7
Enterococcus_faecium_UAA714.mat,1061,574,304,212,21,51,6
Mycobacterium_abscessus_3A_0930_S.mat,1335,843,480,275,110,75,7
Streptococcus_agalactiae_MRI_Z1_198.mat,2171,849,486,289,35,89,7
Enterococcus_faecalis_Com_2.mat,1239,679,332,277,25,62,6
Streptococcus_agalactiae_SS1014.mat,2191,836,467,283,43,101,7
Bifidobacterium_adolescentis_ERR1022283.mat,1046,535,249,247,21,31,5
Escherichia_coli_O157_H7_str_FRIK2000.mat,3145,862,441,285,70,106,7
Lactococcus_garvieae_Lg2.mat,1252,825,525,236,27,73,8
Bacillus_atrophaeus_1013_2.mat,1947,1206,776,268,144,149,8
Streptococcus_agalactiae_GB00679.mat,2189,854,488,290,39,93,7
Helicobacter_pylori_GAM105Ai.mat,1307,909,456,394,35,75,7
Escherichia_coli_KTE219.mat,3556,1233,716,308,101,198,8
Staphylococcus_aureus_subsp_aureus_LGA251.mat,1430,740,352,285,50,82,6
Dielma_fastidiosa_JC13.mat,902,609,289,285,27,31,5
Streptococcus_mitis_SK569.mat,1225,805,491,244,29,79,8
Pseudomonas_monteilii_NBRC_103158.mat,1790,964,548,299,83,91,8
Staphylococcus_xylosus_ERR2221122.mat,1356,766,377,298,53,82,6
Stenotrophomonas_maltophilia_Ab55555.mat,1830,1158,732,290,75,136,8
Cutibacterium_acnes_HL056PA1.mat,2341,940,536,273,55,135,7
Pseudomonas_aeruginosa_LCT_PA102.mat,2229,1315,802,323,124,181,8
Escherichia_coli_KTE185.mat,3563,1220,716,292,99,200,8
Mycobacterium_abscessus_M159.mat,1334,833,489,260,104,73,7
Ralstonia_insidiosa_FC1138.mat,1582,970,491,387,119,62,7
Staphylococcus_aureus_B40950.mat,1403,731,364,261,49,84,6
Sarcina_nov_ERR1022347.mat,1051,591,363,195,26,26,4
Escherichia_coli_P0304816_9.mat,3200,870,433,283,77,122,7
Staphylococcus_xylosus_NJ.mat,2377,865,444,291,64,115,8
Escherichia_coli_2848050.mat,3608,1255,728,312,111,204,8
Capnocytophaga_granulosa_ATCC_51502.mat,1120,676,318,299,27,55,7
Staphylococcus_aureus_A9719.mat,1385,731,366,261,49,84,6
Lactobacillus_iners_LEAF_2052A_d.mat,912,569,389,149,13,33,8
Bacillus_cereus_MSX_A12.mat,2035,1233,753,316,85,156,8
Streptococcus_vestibularis_ATCC_49124.mat,1233,1076,455,583,26,77,8
Brevundimonas_diminuta_470_4.mat,1366,811,406,290,104,105,8
Escherichia_coli_KTE226.mat,3563,1216,721,290,99,190,8
Enterococcus_faecalis_B4674.mat,1233,661,328,276,23,49,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_28_O_08.mat,2346,1235,762,289,94,172,7
Campylobacter_curvus_DSM_6644.mat,1298,910,519,303,57,85,7
Fusobacterium_nucleatum_subsp_vincentii_4_1_13.mat,1150,691,471,171,31,45,6
Bacillus_cereus_AH1134.mat,1969,1207,740,300,76,164,8
Acinetobacter_johnsonii_CIP_64_6.mat,1748,1106,697,272,87,126,8
Streptococcus_dysgalactiae_subsp_equisimilis_SK1250.mat,2126,838,538,219,35,89,8
Streptococcus_agalactiae_FSL_S3_090.mat,2195,846,475,290,45,97,8
Blautia_torques_ERR2230104.mat,1057,585,295,245,29,48,5
Escherichia_coli_ERR2221250.mat,1882,826,394,312,71,97,7
Bacteroides_finegoldii_DSM_17565.mat,2366,748,419,245,34,84,6
Leptotrichia_hofstadii_F0254.mat,1068,632,341,269,23,21,5
Streptococcus_pneumoniae_459_5.mat,1106,582,256,268,17,56,5
Staphylococcus_aureus_subsp_aureus_CIG547.mat,1413,738,352,284,49,82,6
Staphylococcus_aureus_subsp_aureus_USA300_FPR3757.mat,1514,803,404,284,54,98,8
Staphylococcus_aureus_M0770.mat,1407,730,348,278,49,84,6
Blautia_wexlerae_ERR1022296.mat,1068,682,379,254,29,50,5
Haemophilus_parainfluenzae_HK2019.mat,1667,982,571,310,45,111,7
Streptococcus_oralis_SK1074.mat,1283,828,494,257,32,89,8
Escherichia_coli_STEC_B2F1.mat,3200,870,438,283,75,119,7
Enterococcus_faecium_HM1071.mat,1081,592,318,215,23,50,6
Raoultella_ornithinolytica_B6.mat,1937,887,518,267,127,74,7
Campylobacter_jejuni_subsp_jejuni_260_94.mat,1290,871,453,373,47,53,7
Lachnospiraceae_nov_ERR1022341.mat,979,666,352,280,22,33,4
Corynebacterium_ihumii_GD7.mat,990,574,283,243,39,40,5
Shigella_flexneri_4343_70.mat,2880,843,455,280,62,86,7
Bacillus_atrophaeus_ATCC_49822_1.mat,1701,900,483,274,123,118,8
Leuconostoc_citreum_1300_LCIT_132_3537_30873.mat,920,543,312,209,18,19,5
Bacillus_cereus_Rock3_28.mat,1501,827,449,274,60,86,6
Enterococcus_faecium_E1576.mat,1080,591,315,212,23,55,6
Haemophilus_influenzae_PittEE.mat,1254,670,348,269,35,44,6
Escherichia_coli_BL21.mat,3180,876,428,305,79,112,7
Enterococcus_faecalis_ATCC_27959.mat,1574,966,591,269,41,115,8
Salmonella_enterica_subsp_enterica_serovar_Pomona_str_ATCC_10729.mat,3481,1248,772,287,96,173,7
Acinetobacter_baumannii_TCDC_AB0715.mat,1561,867,459,295,73,90,7
Streptococcus_macedonicus_679.mat,932,539,296,208,19,34,6
Streptococcus_pneumoniae_GA07643.mat,1088,585,256,267,17,60,5
Escherichia_coli_O104_H4_str_H112180283.mat,3189,882,439,284,79,132,7
Aggregatibacter_segnis_ATCC_33393.mat,1206,704,411,244,34,42,6
Exiguobacterium_undae_ERR2221363.mat,1231,722,418,243,41,50,5
Streptococcus_pneumoniae_GA07914.mat,1101,574,244,274,19,56,5
Acinetobacter_baumannii_OIFC143.mat,1588,879,474,295,70,88,7
Escherichia_coli_O104_H4_str_01_09591.mat,3555,1231,714,294,113,211,8
Escherichia_coli_DEC10D.mat,3563,1231,721,295,111,200,8
Staphylococcus_aureus_subsp_aureus_VH60.mat,1410,724,343,275,51,84,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648898_4_5.mat,2332,1241,764,290,100,173,7
Staphylococcus_aureus_subsp_aureus_C101.mat,1380,742,355,285,49,82,5
Enterococcus_faecium_E980.mat,1405,868,565,223,36,82,8
Erysipelotrichaceae_nov_ERR2221343.mat,1006,646,372,242,22,29,4
Escherichia_coli_KTE98.mat,3621,1256,732,307,95,206,8
Helicobacter_pylori_GAM246Ai.mat,1302,909,452,401,33,78,7
Escherichia_coli_KTE174.mat,3561,1214,719,290,99,190,8
Enterococcus_faecalis_12107.mat,1241,673,331,277,25,57,6
Cetobacterium_somerae_ATCC_BAA_47401.mat,1441,778,477,240,37,56,7
Streptococcus_mutans_TCI_256.mat,1386,848,486,300,30,73,8
Escherichia_coli_99_0814.mat,3583,1262,750,299,102,205,8
Helicobacter_pylori_Aklavik86.mat,1256,835,448,331,31,79,7
Bacillus_cereus_BAG3X2_1.mat,2089,1241,761,306,91,168,8
Escherichia_coli_O104_H4_str_11_4632_C5.mat,3625,1266,738,297,113,221,8
Escherichia_coli_2362_75.mat,3564,1235,735,291,97,192,8
Lachnospiraceae_nov_ERR2221389.mat,1117,712,426,241,29,43,5
Escherichia_coli_BCE034_MS_14.mat,3618,1264,740,308,97,204,8
Escherichia_coli_KTE190.mat,3609,1227,724,300,105,190,8
Enterococcus_faecalis_B4411.mat,1233,661,328,276,23,49,6
Escherichia_coli_KTE208.mat,3604,1222,725,298,105,184,8
Nevskia_ramosa_DSM_11499.mat,1492,920,482,373,39,59,7
Bacillus_cereus_VD148.mat,2009,1229,739,312,82,169,8
Staphylococcus_aureus_M0006.mat,1401,731,366,261,47,84,6
Collinsella_aerofaciens_ERR2230090.mat,931,555,252,270,20,32,4
Escherichia_coli_EC4421.mat,3583,1258,752,299,102,199,8
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_AKU_12601.mat,1893,852,438,281,78,111,6
Providencia_stuartii_MRSN_2154.mat,2133,1242,785,316,142,132,8
Escherichia_coli_EC1866.mat,3583,1266,754,299,102,205,8
Streptococcus_pneumoniae_GA14798.mat,1103,584,257,269,17,56,5
Micrococcus_luteus_RIT305.mat,1082,644,285,302,43,51,6
Streptococcus_agalactiae_GB00653.mat,2186,853,491,288,35,89,7
Blautia_luti_ERR2221098.mat,1082,681,386,245,27,51,5
Helicobacter_pylori_26695.mat,1139,717,460,198,24,59,6
Streptococcus_pneumoniae_GA17570.mat,1111,588,265,265,17,56,5
Escherichia_coli_1827_70.mat,3522,1198,707,295,101,175,8
Paeniclostridium_sordellii_R27882.mat,1090,615,394,187,24,26,5
Staphylococcus_aureus_subsp_aureus_21283.mat,1410,732,349,282,51,81,6
Helicobacter_fennelliae_NCTC13102.mat,998,675,314,328,24,36,5
Staphylococcus_aureus_KLT6.mat,1403,735,368,265,49,83,6
Haemophilus_parahaemolyticus_CCUG_3716_3716T.mat,1209,726,398,273,41,40,6
Staphylococcus_sp_HGB0015.mat,1157,669,439,141,51,74,7
Bacteroides_eggerthii_DSM_20697.mat,1305,737,447,234,32,52,6
Enterococcus_faecium_ERR2221317.mat,1009,564,343,186,28,27,6
Escherichia_albertii_EC06_170.mat,1661,817,446,279,67,68,6
Staphylococcus_epidermidis_AU12_03.mat,1689,1049,615,302,67,121,7
Arthrobacter_castelli_DSM_16402.mat,1356,769,442,247,57,68,8
Pseudomonas_aeruginosa_PACS2.mat,2266,1332,805,336,127,183,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_653049_13_19.mat,2322,1224,755,294,98,159,7
Staphylococcus_aureus_M0306.mat,1406,729,347,278,49,84,6
Prevotella_oris_F0302.mat,990,568,320,215,21,27,6
Streptococcus_agalactiae_MRI_Z1_214.mat,2168,835,489,262,39,97,7
Enterococcus_faecalis_SF26630.mat,1230,650,322,274,23,44,6
Cedecea_davisae_DSM_4568.mat,1906,946,532,288,71,104,8
Escherichia_coli_KTE223.mat,3563,1216,721,290,99,190,8
Bacillus_cereus_VD200.mat,1977,1209,730,313,78,160,7
Eggerthella_lenta_326I6NA.mat,1169,819,501,270,37,67,7
Parvimonas_sp_oral_taxon_110_str_F0139.mat,712,467,239,221,8,10,4
Enterococcus_faecalis_D1.mat,1235,687,342,274,25,63,6
Escherichia_coli_KTE233.mat,3596,1227,725,302,97,187,8
Escherichia_coli_MP021552_12.mat,3658,1269,755,293,99,207,8
Klebsiella_pneumoniae_subsp_pneumoniae_1084.mat,2528,1249,796,284,101,156,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_642044_4_1.mat,2337,1233,763,292,98,169,7
Streptococcus_pneumoniae_7533_05.mat,1107,582,255,269,17,56,5
Bradyrhizobium_elkanii_USDA_76.mat,1739,971,559,280,75,105,8
Bdellovibrio_bacteriovorus_W.mat,1047,728,375,324,22,27,6
Streptococcus_agalactiae_GB00867.mat,2197,845,474,290,45,97,8
Ruminococcaceae_nov_ERR2221393.mat,790,509,241,242,14,23,4
Acinetobacter_baumannii_AB4A3.mat,1568,849,469,270,72,83,7
Helicobacter_pylori_F30.mat,1302,835,453,319,40,80,7
Staphylococcus_aureus_VH221.mat,1393,736,351,283,49,82,6
Escherichia_coli_SE11.mat,3312,866,394,299,82,141,7
Acinetobacter_baumannii_AB900.mat,1567,864,456,289,70,98,7
Bacteroides_ovatus_ATCC_8483.mat,2896,741,414,229,50,98,6
Staphylococcus_aureus_subsp_aureus_IS_K.mat,1356,744,360,284,51,78,5
Escherichia_coli_KTE213.mat,3601,1229,735,297,99,182,8
Enterococcus_faecium_E1575.mat,1072,596,324,215,21,50,6
Escherichia_coli_H730.mat,3581,1253,752,293,98,197,8
Enterococcus_faecium_UAA947.mat,1086,593,317,217,23,50,6
Lactobacillus_salivarius_ERR2221215.mat,994,555,267,244,27,40,6
Extibacter_muris_DSM_28560.mat,1048,692,397,244,37,47,5
Staphylococcus_epidermidis_UC7032.mat,1690,1072,617,313,73,133,7
Lachnospiraceae_nov_ERR1022398.mat,979,618,369,210,23,38,5
Escherichia_coli_93_001.mat,3582,1257,751,299,102,199,8
Ruminococcus_gauvreauii_DSM_19829.mat,1222,833,485,280,37,69,7
Streptococcus_agalactiae_BSU454.mat,2173,848,484,290,35,89,7
Acinetobacter_baumannii_AB_1766_8.mat,1552,859,458,292,69,88,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_596866_22.mat,1878,844,436,285,76,103,6
Lactobacillus_johnsonii_ERR2221205.mat,955,565,275,265,17,16,5
Prevotella_bryantii_C21a.mat,1155,686,351,284,21,49,7
Staphylococcus_aureus_M1451.mat,1407,730,348,278,49,84,6
Rhizobium_leguminosarum_bv_phaseoli_4292.mat,1649,930,515,318,118,77,7
Escherichia_coli_TW10246.mat,3144,864,443,285,70,106,7
Escherichia_coli_KTE176.mat,3553,1215,725,290,94,186,8
Staphylococcus_capitis_SK14.mat,1670,1075,662,272,71,137,7
Rikenellaceae_nov_ERR2221101.mat,891,674,354,292,15,26,6
Dorea_longicatena_ERR2221271.mat,1072,645,375,229,28,39,5
Escherichia_coli_KTE218.mat,3553,1216,719,290,101,192,8
Streptococcus_agalactiae_str_Gottschalk_992B.mat,2176,828,460,291,41,94,7
Faecalibacterium_prausnitzii_M21_2.mat,2046,733,393,272,38,67,7
Bacteroides_sp_3_2_5.mat,2078,784,471,232,33,75,6
Clostridioides_mangenotii_TR.mat,975,600,333,239,25,24,6
Streptococcus_sanguinis_SK115.mat,1491,916,563,287,37,81,7
Streptococcus_pneumoniae_GA47628.mat,1093,584,257,269,17,56,5
Shigella_flexneri_6603_63.mat,2930,862,466,279,63,95,7
Leuconostoc_mesenteroides_subsp_mesenteroides_J18.mat,1377,865,547,236,30,94,7
Enterococcus_faecalis_T21.mat,1231,680,330,277,25,65,6
Bacillus_cereus_VD136.mat,1599,836,407,298,68,104,5
Enterococcus_faecium_ERR2221332.mat,993,543,324,184,26,27,6
Staphylococcus_aureus_subsp_aureus_VRS11a.mat,1404,725,346,278,49,81,6
Bacteroides_uniformis_ERR1204038.mat,1340,674,375,253,27,37,6
Bacteroides_fragilis_NCTC_9343.mat,2334,761,370,297,45,85,6
Thalassobacillus_massiliensis_TM_1.mat,1333,766,407,284,53,64,6
Paeniclostridium_sordellii_W2975.mat,1076,621,389,202,24,24,5
Escherichia_coli_O104_H4_str_GOS1.mat,3615,1282,742,311,113,221,8
Paeniclostridium_sordellii_R28058.mat,1067,630,391,209,24,24,5
Prevotella_copri_CB7_DSM_18205.mat,1862,637,359,230,27,52,6
Streptococcus_pneumoniae_GA02714.mat,1107,581,251,272,17,56,5
Staphylococcus_aureus_M0294.mat,1403,726,342,278,51,84,6
Facklamia_hominis_CCUG_36813.mat,899,565,333,218,8,12,6
Timonella_senegalensis_JC301.mat,1029,682,344,277,35,43,7
Ruthenibacterium_lactatiformans_585_1.mat,997,602,360,207,27,33,5
Staphylococcus_aureus_PPUKM_261_2009.mat,1384,723,355,279,46,70,6
Clostridium_sp_M62_1.mat,1000,618,458,102,30,59,6
Staphylococcus_aureus_M1215.mat,1405,728,346,278,47,84,6
Staphylococcus_aureus_M0438.mat,1406,729,347,278,47,84,6
Clostridium_bolteae_90B8.mat,1713,1083,687,293,75,124,8
Eggerthellaceae_bacterium_AT8.mat,789,521,336,151,23,38,6
Escherichia_coli_O103H25_str_CVM9340.mat,3606,1271,740,313,113,212,8
Streptococcus_pneumoniae_5787_06.mat,1099,582,255,269,17,56,5
Flavonifractor_plautii_ERR2221305.mat,1073,693,419,231,20,39,4
Raoultella_ornithinolytica_ornithinolytica_strain_S12.mat,1825,830,469,268,71,69,7
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18.mat,2244,1178,715,293,92,158,7
Enterococcus_faecalis_ERR1203927.mat,1163,613,316,251,26,37,6
Helicobacter_pylori_R055a.mat,1283,854,471,321,38,77,7
Lactobacillus_iners_LEAF_2062A_h1.mat,942,607,375,197,12,36,8
Streptococcus_agalactiae_FSL_S3_222.mat,2191,842,471,286,45,97,8
Campylobacter_hominis_ATCC_BAA_381.mat,1020,919,331,551,28,52,5
Staphylococcus_aureus_M0892.mat,1405,728,346,278,47,84,6
Escherichia_coli_STEC_C165_02.mat,3154,845,420,291,77,101,7
Ruminococcaceae_nov_ERR1203965.mat,952,611,361,222,16,29,4
Mycoplasma_pneumoniae_PO1.mat,643,383,178,180,9,23,7
Acinetobacter_baumannii_53264.mat,1556,864,459,295,70,88,7
Eggerthella_lenta_HGA1.mat,1181,793,469,270,39,69,7
