model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Escherichia_coli_93_001.mat,3582,1257,751,299,102,199,8
Ruminococcus_gauvreauii_DSM_19829.mat,1222,833,485,280,37,69,7
Streptococcus_agalactiae_BSU454.mat,2173,848,484,290,35,89,7
Acinetobacter_baumannii_AB_1766_8.mat,1552,859,458,292,69,88,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_596866_22.mat,1878,844,436,285,76,103,6
Lactobacillus_johnsonii_ERR2221205.mat,955,565,275,265,17,16,5
Prevotella_bryantii_C21a.mat,1155,686,351,284,21,49,7
Staphylococcus_aureus_M1451.mat,1407,730,348,278,49,84,6
Rhizobium_leguminosarum_bv_phaseoli_4292.mat,1649,930,515,318,118,77,7
Escherichia_coli_TW10246.mat,3144,864,443,285,70,106,7
Escherichia_coli_KTE176.mat,3553,1215,725,290,94,186,8
Staphylococcus_capitis_SK14.mat,1670,1075,662,272,71,137,7
Rikenellaceae_nov_ERR2221101.mat,891,674,354,292,15,26,6
Dorea_longicatena_ERR2221271.mat,1072,645,375,229,28,39,5
Escherichia_coli_KTE218.mat,3553,1216,719,290,101,192,8
Streptococcus_agalactiae_str_Gottschalk_992B.mat,2176,828,460,291,41,94,7
Faecalibacterium_prausnitzii_M21_2.mat,2046,733,393,272,38,67,7
Bacteroides_sp_3_2_5.mat,2078,784,471,232,33,75,6
Clostridioides_mangenotii_TR.mat,975,600,333,239,25,24,6
Streptococcus_sanguinis_SK115.mat,1491,916,563,287,37,81,7
Streptococcus_pneumoniae_GA47628.mat,1093,584,257,269,17,56,5
Shigella_flexneri_6603_63.mat,2930,862,466,279,63,95,7
Leuconostoc_mesenteroides_subsp_mesenteroides_J18.mat,1377,865,547,236,30,94,7
Enterococcus_faecalis_T21.mat,1231,680,330,277,25,65,6
Bacillus_cereus_VD136.mat,1599,836,407,298,68,104,5
Enterococcus_faecium_ERR2221332.mat,993,543,324,184,26,27,6
Staphylococcus_aureus_subsp_aureus_VRS11a.mat,1404,725,346,278,49,81,6
Bacteroides_uniformis_ERR1204038.mat,1340,674,375,253,27,37,6
Bacteroides_fragilis_NCTC_9343.mat,2334,761,370,297,45,85,6
Thalassobacillus_massiliensis_TM_1.mat,1333,766,407,284,53,64,6
Paeniclostridium_sordellii_W2975.mat,1076,621,389,202,24,24,5
Escherichia_coli_O104_H4_str_GOS1.mat,3615,1282,742,311,113,221,8
Paeniclostridium_sordellii_R28058.mat,1067,630,391,209,24,24,5
Prevotella_copri_CB7_DSM_18205.mat,1862,637,359,230,27,52,6
Streptococcus_pneumoniae_GA02714.mat,1107,581,251,272,17,56,5
Staphylococcus_aureus_M0294.mat,1403,726,342,278,51,84,6
Facklamia_hominis_CCUG_36813.mat,899,565,333,218,8,12,6
Timonella_senegalensis_JC301.mat,1029,682,344,277,35,43,7
Ruthenibacterium_lactatiformans_585_1.mat,997,602,360,207,27,33,5
Staphylococcus_aureus_PPUKM_261_2009.mat,1384,723,355,279,46,70,6
Clostridium_sp_M62_1.mat,1000,618,458,102,30,59,6
Staphylococcus_aureus_M1215.mat,1405,728,346,278,47,84,6
Staphylococcus_aureus_M0438.mat,1406,729,347,278,47,84,6
Clostridium_bolteae_90B8.mat,1713,1083,687,293,75,124,8
Eggerthellaceae_bacterium_AT8.mat,789,521,336,151,23,38,6
Escherichia_coli_O103H25_str_CVM9340.mat,3606,1271,740,313,113,212,8
Streptococcus_pneumoniae_5787_06.mat,1099,582,255,269,17,56,5
Flavonifractor_plautii_ERR2221305.mat,1073,693,419,231,20,39,4
Raoultella_ornithinolytica_ornithinolytica_strain_S12.mat,1825,830,469,268,71,69,7
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18.mat,2244,1178,715,293,92,158,7
Enterococcus_faecalis_ERR1203927.mat,1163,613,316,251,26,37,6
Helicobacter_pylori_R055a.mat,1283,854,471,321,38,77,7
Lactobacillus_iners_LEAF_2062A_h1.mat,942,607,375,197,12,36,8
Streptococcus_agalactiae_FSL_S3_222.mat,2191,842,471,286,45,97,8
Campylobacter_hominis_ATCC_BAA_381.mat,1020,919,331,551,28,52,5
Staphylococcus_aureus_M0892.mat,1405,728,346,278,47,84,6
Escherichia_coli_STEC_C165_02.mat,3154,845,420,291,77,101,7
Ruminococcaceae_nov_ERR1203965.mat,952,611,361,222,16,29,4
Mycoplasma_pneumoniae_PO1.mat,643,383,178,180,9,23,7
Acinetobacter_baumannii_53264.mat,1556,864,459,295,70,88,7
Eggerthella_lenta_HGA1.mat,1181,793,469,270,39,69,7
Escherichia_coli_O104_H4_str_11_02030.mat,3625,1266,738,297,113,221,8
Helicobacter_pylori_Hp_H_24b.mat,1284,823,457,312,33,72,7
Campylobacter_jejuni_subsp_jejuni_DFVF1099.mat,1034,663,271,315,39,65,6
Acinetobacter_baumannii_OIFC0162.mat,1573,863,457,295,71,88,7
Enterococcus_sp_GMD4E.mat,992,584,330,221,28,27,6
Bacillus_licheniformis_ERR2230161.mat,1527,861,486,277,113,85,6
Desulfitobacterium_hafniense_Y51.mat,1227,765,509,186,37,67,5
Pseudoalteromonas_arctica_MelAa3.mat,1276,775,402,283,56,73,6
Cutibacterium_acnes_TypeIA2_P_acn33.mat,2373,970,559,269,59,146,7
Streptococcus_agalactiae_GB00245.mat,2195,839,465,291,47,99,8
Turicibacter_sp_HGF1.mat,1029,621,341,256,25,23,5
Collinsella_aerofaciens_ERR1022282.mat,957,566,262,271,22,34,4
Clostridium_dakarense_FF1.mat,1058,654,397,228,22,26,4
Streptococcus_pneumoniae_2082170.mat,1100,576,253,265,17,56,5
Clostridium_bolteae_WAL_14578.mat,1170,724,449,206,43,72,5
Escherichia_coli_KTE202.mat,3600,1242,732,294,101,204,8
Capnocytophaga_sp_oral_taxon_335_str_F0486.mat,1044,583,305,248,19,24,5
Escherichia_coli_KTE72.mat,3581,1225,726,290,103,192,8
Streptococcus_pneumoniae_3063_00.mat,1102,581,258,265,17,56,5
Bacillus_cereus_03BB102.mat,2057,1228,791,291,83,144,8
Escherichia_coli_P0304816_14.mat,3199,892,436,304,77,122,7
Acinetobacter_nosocomialis_WC_487.mat,1539,823,445,257,75,92,7
Escherichia_coli_P0299438_4.mat,3180,868,435,284,75,119,7
Oribacterium_sinus_F0268.mat,1093,701,386,247,31,73,7
Serratia_fonticola_RB_25.mat,1920,883,451,316,65,102,8
Staphylococcus_aureus_A6224.mat,1384,724,368,261,49,75,6
Cronobacter_sakazakii_701.mat,1905,1146,758,297,66,82,8
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_GXS2268.mat,1880,862,443,283,72,120,6
Mycoplasma_pneumoniae_M129_B7.mat,632,401,189,188,10,23,7
Ruminococcaceae_nov_ERR1022442.mat,812,585,331,231,18,22,5
Porphyromonas_gingivalis_W83.mat,1210,643,310,296,31,34,6
Helicobacter_pylori_HP250AFii.mat,1295,905,450,402,35,75,7
Clostridium_sporosphaeroides_DSM_1294.mat,1154,739,398,269,29,68,7
Paeniclostridium_sordellii_W2945.mat,1068,633,392,211,24,24,5
Streptococcus_agalactiae_BSU178.mat,2191,846,478,288,41,95,7
Pseudomonas_aeruginosa_213BR.mat,2253,1326,828,315,110,176,8
Bacillus_cereus_HuA2_1.mat,2052,1263,773,314,82,169,8
Parabacteroides_merdae_ATCC_43184.mat,2495,841,525,256,39,62,6
Enterococcus_faecalis_ERR2221234.mat,1163,612,315,251,26,37,6
Cutibacterium_acnes_6609.mat,2366,965,564,275,59,133,7
Prevotella_sp_oral_taxon_473_str_F0040.mat,887,547,304,221,15,16,6
Pediococcus_acidilactici_ERR2221169.mat,882,527,285,207,24,29,6
Streptococcus_mutans_ERR2221174.mat,1083,626,293,301,18,31,5
Escherichia_coli_KTE205.mat,3554,1230,727,290,101,198,8
Escherichia_coli_KTE180.mat,3561,1220,724,289,101,192,8
Brachyspira_aalborgi_PC390II.mat,1089,690,346,314,20,27,4
Eubacterium_limosum_DSM_20543.mat,1108,711,433,228,31,58,6
Pantoea_agglomerans_4.mat,1718,834,465,274,71,62,7
Bacillus_atrophaeus_UCMB_5137.mat,1917,1184,746,293,141,143,8
Escherichia_fergusonii_ECD227.mat,1880,866,484,255,69,103,7
Streptococcus_agalactiae_GB00975.mat,2192,842,473,288,43,95,8
Veillonella_sp_6_1_27.mat,1147,765,459,223,33,81,6
Nigerium_massiliense_SIT5.mat,1149,734,392,287,41,55,6
Bacillus_subtilis_subsp_subtilis_str_RO_NN_1.mat,1558,852,470,271,117,89,6
Eubacterium_rectale_ERR2230060.mat,1140,635,338,253,23,45,5
Clostridium_methoxybenzovorans_SR3.mat,1394,821,491,258,42,71,7
Ruminococcus_bicirculans_ERR1022408.mat,949,608,318,267,14,22,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_596866_70.mat,1878,844,438,283,76,103,6
Pseudoglutamicibacter_albus_DNF00011.mat,946,649,355,243,34,49,6
Enterococcus_sp_GMD2E.mat,980,544,311,197,25,28,5
Mycobacterium_abscessus_4S_0726_RA.mat,1313,812,467,257,108,77,7
Escherichia_coli_2875000.mat,3624,1253,735,311,97,190,8
Escherichia_coli_DEC15A.mat,3602,1253,731,313,104,204,8
Helicobacter_pylori_HP250BSi.mat,1294,897,446,398,33,75,7
Staphylococcus_aureus_subsp_aureus_EMRSA16.mat,1397,724,341,277,49,84,5
Bacillus_altitudinis_S_1.mat,1505,843,459,264,122,95,6
Staphylococcus_aureus_subsp_aureus_A017934_97.mat,1383,725,342,277,51,84,5
Enterococcus_faecium_LCT_EF20.mat,1377,844,541,223,36,82,8
Porphyromonas_uenonis_60_3.mat,1062,649,320,302,26,27,8
Escherichia_coli_AI27.mat,3575,1190,686,289,111,203,8
Staphylococcus_epidermidis_NIH051475.mat,1654,1051,617,309,65,116,7
Escherichia_coli_KTE95.mat,3532,1216,720,315,95,168,8
Methyloversatilis_universalis_Fam50001.mat,1388,862,480,320,39,51,7
Enterococcus_faecium_ERR2221309.mat,1005,550,326,189,26,27,6
Propionibacterium_sp_HGH0353.mat,1893,646,357,236,32,47,5
Streptococcus_anginosus_1_2_62CV.mat,885,574,342,180,16,53,6
Klebsiella_pneumoniae_UHKPC09.mat,2613,1322,832,284,112,181,8
Cutibacterium_acnes_HL053PA1.mat,2340,943,531,281,55,135,7
Pseudomonas_aeruginosa_19BR.mat,2253,1326,828,315,110,176,8
Collinsella_aerofaciens_ERR2230112.mat,931,555,252,270,20,32,4
Eubacterium_ventriosum_ATCC_27560.mat,988,724,450,223,32,51,6
Helicobacter_pylori_Hp_M9.mat,1287,821,452,312,33,75,7
Streptococcus_oralis_ERR2221353.mat,929,493,260,201,19,27,6
Bacillus_cereus_VDM053.mat,2047,1230,764,305,82,153,8
Mycoplasma_pneumoniae_FH.mat,642,375,183,170,7,21,7
Escherichia_coli_O157_H7_str_2149.mat,1888,847,415,308,65,96,7
Escherichia_coli_KTE117.mat,3602,1242,739,294,95,191,8
Bifidobacterium_choerinum_DSM_20434.mat,829,477,249,185,21,35,5
Clostridium_paraputrificum_AGR2156.mat,1269,684,421,203,32,60,7
Escherichia_coli_83972.mat,3563,1214,717,290,101,192,8
Bacteroides_faecis_ERR1204043.mat,1261,675,378,239,28,47,6
Paeniclostridium_sordellii_SSCC18838.mat,1071,637,394,211,24,26,5
Staphylococcus_aureus_M1103.mat,1409,732,348,278,51,84,6
Lactobacillus_johnsonii_pf01.mat,1221,762,470,251,33,40,8
Citrobacter_freundii_FDAARGOS_61.mat,1838,883,462,311,74,92,7
