model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Helicobacter_pylori_GAM101Biv.mat,1300,898,451,394,35,78,7
Staphylococcus_aureus_M0663.mat,1402,751,357,289,51,85,6
Bacteroides_sp_2_2_4.mat,2561,788,465,240,38,83,6
Ruminococcus_bromii_ERR1022486.mat,856,538,220,278,23,35,6
Staphylococcus_aureus_D30.mat,1410,739,370,265,51,84,6
Bacteroides_salyersiae_WAL_10018.mat,1375,711,347,285,38,78,8
Salmonella_enterica_subsp_arizonae_serovar_62_z4_z23.mat,1894,875,435,297,72,113,6
Bacteroides_vulgatus_ERR2230134.mat,1314,680,329,292,30,55,5
Staphylococcus_aureus_M0978.mat,1405,728,346,278,47,84,6
Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_CFSAN00328.mat,1916,855,448,282,76,103,6
Salmonella_enterica_subsp_houtenae_serovar_16_z4_z32_str_RKS3027.mat,1846,829,413,280,70,113,6
Escherichia_coli_P0304816_5.mat,3200,877,434,283,77,128,7
Campylobacter_coli_H8.mat,1337,890,463,372,51,55,7
Enterococcus_faecalis_B2949.mat,1228,655,325,276,23,46,6
Lactobacillus_pontis_DSM_8475.mat,874,635,356,246,31,27,6
Fusobacterium_nucleatum_subsp_animalis_OT_420.mat,1208,694,351,289,27,45,5
Streptococcus_pneumoniae_PNI0002.mat,1107,587,251,274,19,62,5
Acinetobacter_baumannii_Naval_72.mat,1559,853,451,292,72,88,7
Streptococcus_mutans_N3209.mat,1390,852,491,297,30,76,7
Oscillibacter_sp_KLE_1745.mat,969,605,342,233,20,30,4
Turicibacter_sanguinis_ERR1022367.mat,928,578,339,221,20,17,4
Acinetobacter_baumannii_ABNIH11.mat,1538,855,466,277,73,89,7
Actinobacillus_pleuropneumoniae_serovar_3_str_JL03.mat,1753,1025,608,299,58,128,8
Escherichia_coli_H591.mat,3613,1255,740,291,99,208,8
Bacteroides_propionicifaciens_DSM_19291_JCM_14649.mat,1119,661,413,202,27,39,6
Agrobacterium_fabrum_str_C58.mat,1606,934,532,307,119,73,7
Salinibacterium_amurskyense_DSM_16400.mat,1134,749,412,279,42,50,7
Anaerosalibacter_bizertensis_Med78_601_WT_4W_RMD_3.mat,1021,667,385,262,18,23,4
Escherichia_coli_O104_H4_str_H112180282.mat,3625,1266,738,297,113,221,8
Cutibacterium_acnes_HL050PA3.mat,2373,968,557,269,59,146,7
Sneathia_sanguinegens_CCUG41628.mat,888,568,242,303,15,19,5
Streptococcus_mitis_SPAR10.mat,1194,783,494,237,26,69,8
Bifidobacterium_pseudocatenulatum_IPLA36007.mat,971,500,246,213,23,31,5
Streptococcus_agalactiae_MRI_Z1_199.mat,2201,844,470,291,47,99,8
Klebsiella_pneumoniae_ATCC_BAA_2146.mat,2615,1324,834,279,112,188,8
Peptoniphilus_phoceensis_SIT15.mat,856,574,331,212,24,30,6
Escherichia_coli_DEC11E.mat,3536,1224,715,306,99,187,8
Pantoea_agglomerans_190.mat,1713,826,457,274,71,62,7
Gemmata_obscuriglobus_UQM_2246.mat,1266,824,423,343,42,47,6
Staphylococcus_aureus_HI049C.mat,1412,746,369,265,53,92,6
Frisingicoccus_caecimuris_DSM_28559.mat,974,624,353,231,25,46,5
Escherichia_coli_DEC11B.mat,3592,1232,722,299,97,199,8
Fusobacterium_nucleatum_subsp_animalis_11_3_2.mat,1550,968,604,292,41,70,7
Aeromonas_hydrophila_subsp_hydrophila_ATCC_7966.mat,1752,889,433,319,63,113,8
Klebsiella_oxytoca_10_5248.mat,2037,927,538,258,80,102,7
Escherichia_coli_ATCC_25922.mat,3562,1212,719,290,97,188,8
Paeniclostridium_sordellii_SSCC18392.mat,1088,609,383,192,24,26,5
Bacteroides_clarus_ERR2221286.mat,1257,714,423,240,29,41,6
Escherichia_coli_2733950.mat,3625,1250,740,289,101,197,8
Ruminococcus_albus_8.mat,2284,940,570,308,47,76,8
Enterococcus_faecalis_ERV129.mat,1565,954,561,287,41,115,8
Bifidobacterium_animalis_lactis_CNCM_I_2494.mat,925,490,242,196,25,45,6
Fusobacterium_necrophorum_subsp_funduliforme_ATCC_51357.mat,1202,723,400,263,29,51,5
Blautia_wexlerae_ERR2230049.mat,1080,681,384,247,27,52,5
Enterococcus_faecalis_Pan7.mat,1242,679,331,277,25,63,6
Escherichia_coli_M863.mat,2511,1284,762,296,101,209,8
Ureaplasma_parvum_serovar_6_str_ATCC_27818.mat,528,411,160,235,4,18,6
Enterococcus_faecalis_Ned10.mat,1255,684,341,276,25,59,6
Staphylococcus_aureus_M0934.mat,1407,730,348,278,49,84,6
Enterococcus_faecalis_T18.mat,1239,678,336,277,25,57,6
Abiotrophia_defectiva_ATCC_49176.mat,1048,632,326,265,35,37,6
Yersinia_enterocolitica_FORC_002.mat,1623,781,404,304,52,51,6
Bacillus_subtilis_subsp_subtilis_516_BAMY_102_633920_16710904.mat,1559,857,466,282,115,87,6
Streptococcus_agalactiae_STIR_CD_09.mat,2115,836,472,285,39,89,8
Lachnospiraceae_nov_ERR2230114.mat,942,621,375,212,22,28,4
Lactobacillus_amylovorus_30SC.mat,1266,763,478,229,30,62,8
Enterococcus_faecium_UAA719.mat,1056,579,306,215,21,51,6
Enterococcus_phoeniculicola_ATCC_BAA_412.mat,1246,724,445,228,23,57,8
