model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Ruminococcaceae_nov_ERR1022452.mat,890,677,369,283,16,22,4
Peptoniphilus_obesi_ph1.mat,820,548,311,214,20,23,5
Pediococcus_acidilactici_ERR2221295.mat,890,526,291,201,22,29,6
Clostridium_botulinum_Ba4_str_657.mat,1663,1073,693,279,52,103,8
Streptococcus_agalactiae_FSL_S3_337.mat,2187,850,484,290,39,93,7
Bacillus_nov_ERR2221302.mat,1442,833,482,257,56,77,6
Staphylococcus_aureus_M0478.mat,1407,732,348,278,49,86,6
Streptococcus_pneumoniae_MLV_016.mat,1109,583,257,270,19,56,5
Bacteroides_cellulosilyticus_DSM_14838.mat,2290,767,451,235,36,81,6
Gemmatimonas_aurantiaca_T_27.mat,1221,747,401,290,36,54,6
Campylobacter_jejuni_subsp_jejuni_LMG_23210.mat,1312,870,446,345,49,82,7
Streptococcus_mitis_SK1080.mat,1224,797,491,244,27,76,8
Veillonella_parvula_ATCC_17745.mat,1615,1061,620,342,78,110,7
Helicobacter_winghamensis_ATCC_BAA_430.mat,992,956,397,554,26,51,6
Anaerococcus_prevotii_ACS_065_V_Col13.mat,1078,700,439,197,29,61,7
Citrobacter_freundii_ERR2221339.mat,1812,862,456,306,72,76,7
Cutibacterium_acnes_ATCC_11828.mat,2358,959,551,272,56,148,7
Erysipelatoclostridium_ramosum_ERR1203924.mat,1093,636,344,243,31,43,6
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CR0044.mat,2325,1243,769,298,88,164,7
Streptococcus_pneumoniae_GA47688.mat,1099,543,260,223,17,56,5
Enterococcus_faecium_9731352_4.mat,1064,570,299,215,23,47,6
Escherichia_coli_KTE76.mat,3622,1247,737,310,101,189,8
Acinetobacter_baumannii_AB_TG27339.mat,1573,860,458,292,72,88,7
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35202.mat,2367,1244,768,298,96,166,7
Achromobacter_xylosoxidans_ERR2221246.mat,1599,944,555,304,118,61,7
Staphylococcus_aureus_subsp_aureus_T0131.mat,1404,725,345,282,51,78,6
Bacillus_cereus_m1293.mat,2066,1247,778,312,82,150,8
Bacillus_cereus_Rock3_44.mat,1547,793,405,288,64,76,5
Enterococcus_faecium_E2369.mat,1079,589,315,215,23,50,6
Phocaeicola_abscessus_CCUG_55929.mat,931,593,332,229,17,26,6
Cutibacterium_acnes_HL025PA1.mat,2351,977,562,280,59,142,7
Ruminococcaceae_nov_ERR1022313.mat,1039,692,386,276,18,32,4
Enterococcus_faecalis_T16.mat,1237,666,318,277,25,63,6
Enterococcus_faecium_EnGen0377.mat,1394,862,545,225,40,92,8
Escherichia_coli_4_0522.mat,3610,1237,735,296,107,190,8
Brevibacillus_borstelensis_AK1.mat,1559,893,514,264,118,98,8
Streptococcus_mutans_TCI_163.mat,1374,847,488,298,28,73,7
Bacteroides_uniformis_CL03T00C23.mat,3061,1018,640,287,45,105,8
Acinetobacter_haemolyticus_CIP_64_3.mat,1774,1119,742,255,70,127,8
Helicobacter_pylori_Hp_H_34.mat,1302,834,464,309,37,75,7
Campylobacter_coli_7_1.mat,1348,853,451,319,50,83,7
Bifidobacterium_longum_subsp_longum_35B.mat,1371,793,512,203,37,74,7
Neisseria_mucosa_ATCC_25996.mat,1336,784,387,315,43,79,7
Bacteroides_acidifaciens_ERR2221207.mat,1089,662,349,274,25,37,5
Lactococcus_lactis_subsp_lactis_CV56.mat,1218,635,307,279,26,41,5
Oscillibacter_ruminantium_GH1.mat,985,605,334,241,20,27,5
Capnocytophaga_sp_oral_taxon_326_str_F0382.mat,1041,577,296,253,19,24,5
Burkholderiales_bacterium_1_1_47.mat,1069,834,483,294,31,57,5
Bacteroides_fragilis_HMW_610.mat,2636,1073,650,301,56,135,8
Mycobacterium_avium_104.mat,1745,1213,712,386,143,120,8
Alistipes_indistinctus_YIT_12060.mat,1317,713,374,281,33,56,8
Ruminiclostridium_thermocellum_DSM_2360.mat,988,672,337,299,26,33,4
Lactobacillus_fructivorans_KCTC_3543_DSM_20203.mat,823,540,278,236,20,21,4
Escherichia_coli_KTE225.mat,3612,1226,727,298,103,188,8
Anaerostipes_hadrus_DSM_3319.mat,1168,685,342,282,35,56,5
Staphylococcus_succinus_subsp_succinus_DSM_14617.mat,1307,740,413,248,49,68,6
Escherichia_coli_P0301867_11.mat,3172,888,432,309,75,119,7
Gordonia_terrae_C_6.mat,1461,889,512,265,113,94,8
Ruminococcaceae_nov_ERR1022336.mat,930,574,341,207,14,25,4
Citrobacter_nov_ERR2221352.mat,1812,893,476,310,74,87,7
Brachyspira_aalborgi_PC3939II.mat,1096,686,342,314,20,27,4
Campylobacter_jejuni_subsp_jejuni_S3.mat,1348,897,470,349,50,82,7
Acinetobacter_baumannii_AB_2008_23_07_01_7.mat,1555,864,459,295,70,88,7
Actinomyces_johnsonii_F0542.mat,1083,631,369,205,29,49,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_50_3079.mat,1881,848,440,283,76,103,6
Capnocytophaga_sp_oral_taxon_412_str_F0487.mat,1050,581,301,250,21,24,5
Staphylococcus_epidermidis_VCU129.mat,1686,1063,616,313,71,124,7
Escherichia_coli_P0299438_8.mat,3189,890,440,305,75,117,7
Enterococcus_faecalis_SF1592.mat,1233,659,328,276,21,47,6
Enterococcus_faecalis_TX0109.mat,1587,968,573,293,43,110,8
Cutibacterium_acnes_HL036PA2.mat,2365,961,550,281,57,134,7
Enterobacter_aerogenes_ERR2221162.mat,1779,842,445,309,62,62,7
Parvibacter_caecicola_NM48_B13.mat,841,570,311,221,25,40,5
Streptococcus_agalactiae_BSU167.mat,2167,826,472,292,41,79,7
Bacteroides_vulgatus_ERR2230079.mat,1317,678,329,290,30,55,6
Escherichia_coli_2534_86.mat,3590,1228,732,298,107,182,8
Clostridium_phoceensis_DSM_100334.mat,943,615,406,168,20,44,4
Enterococcus_faecalis_B2255.mat,1233,661,328,276,23,49,6
Streptococcus_salivarius_DSM_20560.mat,939,509,268,218,14,22,5
Streptococcus_pneumoniae_GA54354.mat,1109,586,254,272,17,58,5
Eubacterium_siraeum_70_3.mat,1665,630,401,181,30,52,6
Actinomyces_hongkongensis_HKU8.mat,861,600,284,277,23,29,5
Blautia_nov_ERR1022338.mat,1152,704,410,241,33,55,5
Streptococcus_agalactiae_MRI_Z1_213.mat,2190,851,483,286,37,95,7
Streptococcus_pneumoniae_GA41410.mat,1078,534,259,218,17,53,5
Bacteroides_ovatus_ERR2221136.mat,1496,650,324,269,33,56,6
Lachnospira_pectinoschiza_M83.mat,958,640,338,272,21,31,5
Streptococcus_mutans_TCI_96.mat,1359,818,465,302,26,63,7
Streptomyces_massiliensis_AP10.mat,1244,841,518,260,92,56,6
Cutibacterium_acnes_HL096PA3.mat,2370,975,549,287,59,143,7
Streptococcus_pneumoniae_SP11_BS70.mat,1100,579,258,268,19,53,5
Serratia_marcescens_UCI88.mat,1766,867,432,313,82,101,7
Shigella_flexneri_2a_str_2457T.mat,2950,861,458,287,64,97,7
Enterococcus_casseliflavus_EC20.mat,1520,954,626,228,45,112,8
Streptococcus_pneumoniae_GA04216.mat,1100,583,257,268,17,56,5
Streptococcus_sanguinis_SK1.mat,1477,911,554,292,39,81,8
Escherichia_coli_KTE188.mat,3566,1214,717,290,101,192,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_17_H_06.mat,2346,1238,765,289,94,172,7
Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_SL480.mat,3379,1201,739,299,90,154,7
Cutibacterium_acnes_PA_15_2_L1.mat,1143,647,303,283,34,56,5
Alistipes_timonensis_JC136.mat,983,632,341,253,23,37,6
Enterococcus_faecium_1231501.mat,1418,893,573,232,38,88,8
Escherichia_coli_DEC1B.mat,3551,1213,714,291,96,197,8
Enterococcus_faecium_VRE_13.mat,1093,611,335,215,25,50,6
Escherichia_coli_MP021017_1.mat,3596,1258,736,306,97,206,8
Erysipelotrichaceae_nov_ERR2221179.mat,948,649,369,249,27,28,5
Helicobacter_pylori_NQ392.mat,1245,817,447,333,36,53,7
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_4176.mat,2384,1260,773,290,97,182,7
Escherichia_sp_4_1_40B.mat,3130,873,522,224,73,118,7
Escherichia_coli_8_0566.mat,3593,1216,720,290,94,194,8
Acinetobacter_haemolyticus_TG19599.mat,1717,1081,729,263,64,94,8
Clostridium_bolteae_90A9.mat,1671,1072,678,289,72,120,8
Prevotella_oralis_ATCC_33269.mat,1150,651,346,264,25,37,8
Escherichia_coli_KTE133.mat,3587,1219,722,292,101,190,8
Escherichia_coli_P0302293_7.mat,3201,877,441,284,77,120,7
Staphylococcus_aureus_M0494.mat,1390,731,349,278,49,84,6
Streptococcus_pneumoniae_SV36.mat,1106,582,252,272,17,56,5
Lachnoclostridium_nov_ERR171262.mat,1159,694,402,241,42,50,5
Staphylococcus_aureus_subsp_aureus_CIG1267.mat,1384,727,343,278,51,84,5
Bacillus_cereus_VD196.mat,2008,1219,743,309,80,160,8
Staphylococcus_aureus_M0633.mat,1412,734,348,282,51,84,6
Enterococcus_faecium_109_A1.mat,1050,572,300,215,21,50,6
Clostridium_indolis_DSM_755.mat,1393,829,482,286,42,63,7
Enterococcus_faecium_E6012.mat,1906,591,308,216,31,58,6
Klebsiella_pneumoniae_UHKPC23.mat,2615,1324,834,284,112,181,8
Enterococcus_faecalis_T19.mat,1237,677,329,283,25,57,6
Escherichia_coli_53638.mat,3571,1229,731,316,97,166,8
Helicobacter_pylori_Hp_A_5.mat,1290,829,463,308,33,75,7
Sarcina_nov_ERR2221284.mat,1178,679,422,220,28,32,4
Campylobacter_jejuni_subsp_jejuni_LMG_9217.mat,1376,926,489,351,53,86,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_01_O_05.mat,2243,1205,738,298,92,158,7
Klebsiella_oxytoca_ICU1_2b.mat,1880,891,525,272,74,67,7
Helicobacter_pylori_GAM210Bi.mat,1303,901,448,395,35,78,7
Blautia_nov_ERR2221279.mat,1177,700,430,211,33,61,6
Bacteroides_stercoris_ERR1203945.mat,1267,689,444,198,29,37,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_35_H_08.mat,2347,1239,766,289,94,172,7
Delftia_acidovorans_CCUG_274B.mat,2137,1312,887,272,100,149,8
Escherichia_coli_DEC10F.mat,3586,1246,747,288,103,199,8
Streptococcus_mutans_TCI_92.mat,1375,837,475,300,30,73,8
Mycobacterium_abscessus_5S_0817.mat,1327,822,480,258,106,73,7
Moraxella_bovoculi_237.mat,1126,734,381,310,38,36,6
Escherichia_coli_KTE136.mat,3612,1239,733,291,99,199,8
Pantoea_agglomerans_IG1.mat,1913,970,526,302,136,112,8
Escherichia_coli_KTE54.mat,3605,1229,733,297,101,184,8
Bacillus_cereus_str_Schrouff.mat,2005,1214,724,320,82,169,8
Ruminiclostridium_thermocellum_DSM_1313.mat,988,672,337,299,26,33,4
Helicobacter_pylori_NQ352.mat,1213,778,414,339,21,44,7
Clostridium_botulinum_A_str_ATCC_19397.mat,1463,879,462,337,37,72,8
Bacteroides_caccae_ATCC_43185.mat,2204,737,426,246,31,65,6
Streptococcus_agalactiae_GB00932.mat,2210,846,473,290,47,99,8
Staphylococcus_aureus_subsp_aureus_CIG1165.mat,1377,713,340,275,49,78,6
Streptococcus_pneumoniae_2072047.mat,1054,562,232,272,17,53,5
Bacteroides_caccae_ERR2221357.mat,1416,690,345,291,28,49,6
Enterococcus_faecalis_EnGen0253.mat,1574,973,576,291,43,113,8
Staphylococcus_aureus_M1510.mat,1391,736,349,279,53,86,6
Blautia_gnavus_ERR171257.mat,1172,677,352,277,33,51,5
Enterococcus_faecalis_B1618.mat,1233,661,328,276,23,49,6
Escherichia_coli_P0301867_3.mat,3174,888,431,309,76,119,7
Escherichia_coli_MP021552_7.mat,3660,1291,755,309,103,213,8
Escherichia_coli_P0301867_2.mat,3173,860,428,284,76,117,7
Ruminococcus_faecis_ERR1022432.mat,1199,714,429,241,27,40,5
Lactobacillus_jensenii_27_2_CHN.mat,1160,730,434,235,22,94,8
Eikenella_corrodens_ATCC_23834.mat,1142,730,363,316,34,47,7
Aerococcus_viridans_ATCC_11563.mat,1172,727,429,232,23,75,8
Helicobacter_pylori_GAM252T.mat,1290,908,453,402,35,75,7
Escherichia_coli_P0304816_6.mat,3178,870,435,282,75,121,7
Corynebacterium_phoceense_DSM_100570.mat,1018,585,346,188,32,44,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_27_O_98.mat,2347,1239,765,290,94,172,7
Pseudomonas_stutzeri_XLDN_R.mat,1584,905,463,316,76,102,7
Blautia_nov_ERR2230130.mat,1072,652,368,232,27,52,5
Ralstonia_pickettii_NBRC_102503.mat,1585,906,467,350,114,76,7
Campylobacter_coli_H6.mat,1401,917,492,347,50,78,7
Staphylococcus_aureus_B147830.mat,1403,731,364,261,49,84,6
