model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Streptococcus_pneumoniae_CDC3059_06.mat,1099,582,259,265,17,56,5
Acinetobacter_baumannii_IS_123.mat,1547,861,457,295,70,85,7
Enterococcus_faecium_Aus0004.mat,1426,880,558,232,36,90,7
Helicobacter_pylori_GAM201Ai.mat,1308,839,458,325,35,81,7
Rhodococcus_rhodochrous_ATCC_17895.mat,1370,787,432,278,51,65,7
Enterobacter_cloacae_ERR2221117.mat,1768,816,404,307,68,78,7
Enterococcus_faecium_E1604.mat,1071,593,321,213,23,50,6
Acinetobacter_pittii_WC_136.mat,1578,853,449,280,75,100,7
Enterococcus_faecium_UAA407.mat,1075,583,313,215,21,48,6
Acetanaerobacterium_elongatum_CGMCC_1_5012.mat,932,601,310,265,18,25,5
Campylobacter_jejuni_subsp_jejuni_110_21.mat,1380,924,487,352,55,88,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_77_0424.mat,1889,846,438,283,76,103,6
Gorillibacterium_timonense_CSUR_P2011.mat,1287,725,415,247,35,60,7
Capnocytophaga_ochracea_F0287.mat,1450,922,581,273,33,80,7
Blautia_nov_ERR1204049.mat,1072,701,398,260,27,43,5
Burkholderia_cenocepacia_HI2424.mat,2394,1432,960,298,108,170,8
Escherichia_coli_O104_H4_str_11_3677.mat,3625,1266,738,297,113,221,8
Streptococcus_agalactiae_GB00865.mat,2179,845,488,295,43,79,7
Pseudomonas_putida_NBRC_14164.mat,1715,925,497,318,81,75,7
Lactobacillus_ruminis_ATCC_27782.mat,1291,839,559,229,30,58,8
Streptococcus_agalactiae_STIR_CD_27.mat,2188,851,482,288,43,95,8
Escherichia_coli_KTE36.mat,3607,1243,734,292,93,206,8
Vibrio_parahaemolyticus_BB22OP.mat,2108,1189,723,291,86,173,8
Leuconostoc_citreum_LBAE_C11.mat,1003,563,331,203,75,24,5
Staphylococcus_aureus_M0347.mat,1405,728,346,278,47,84,6
Enterococcus_faecium_UAA945.mat,1080,595,324,215,20,50,6
Staphylococcus_aureus_subsp_aureus_RN4220.mat,1410,733,348,281,51,84,6
Lactobacillus_amylovorus_GRL_1112.mat,1083,611,276,290,26,43,7
Prevotella_amnii_DNF00307.mat,876,539,285,228,13,20,6
Bacillus_mycoides_BtB2_4.mat,1578,829,426,275,62,107,6
Lactobacillus_crispatus_ST1.mat,1121,699,436,217,30,53,8
Staphylococcus_aureus_M0529.mat,1409,732,348,278,51,84,6
Proteus_mirabilis_C05028.mat,1974,1131,716,272,81,140,7
Acinetobacter_baumannii_OIFC047.mat,1546,858,468,284,69,85,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_23_F_01.mat,2345,1237,765,288,94,172,7
Alistipes_timonensis_ERR2221390.mat,980,625,361,226,23,37,6
Enterococcus_raffinosus_NBRC_100492.mat,1165,682,373,263,35,42,6
Synergistes_jonesii_78_1.mat,1041,658,385,244,20,30,5
Bifidobacterium_dentium_JCM_1195_DSM_20436.mat,1000,549,252,252,25,35,5
Paeniclostridium_sordellii_R26833.mat,1072,636,395,209,24,26,5
Acinetobacter_haemolyticus_ATCC_19194.mat,1773,1112,719,258,75,137,8
Acinetobacter_lwoffii_ERR2221242.mat,1350,785,413,290,64,70,7
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21539.mat,2361,1241,765,298,96,166,7
Enterococcus_faecium_E0688.mat,1065,571,300,215,23,47,6
Staphylococcus_aureus_M0586.mat,1407,730,348,278,49,84,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_638970_15.mat,1881,845,438,283,76,102,6
Streptococcus_pneumoniae_2070109.mat,1083,586,249,279,17,56,5
Escherichia_coli_O157_H7_EDL933.mat,3605,1261,754,299,103,199,8
Fructobacillus_durionis_DSM_19113.mat,749,497,260,220,14,12,4
Streptococcus_agalactiae_BSU96.mat,2184,851,476,292,43,99,8
Clostridiaceae_nov_ERR2221146.mat,1239,683,446,195,32,35,5
Streptococcus_pneumoniae_2081074.mat,1104,581,252,267,17,60,5
Corynebacterium_accolens_ATCC_49725.mat,1016,614,295,269,37,38,6
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.mat,1209,687,480,134,34,69,7
Listeria_monocytogenes_08_5578.mat,1717,1063,641,305,112,123,8
Bacteroides_vulgatus_ERR2221267.mat,1331,690,343,288,32,55,5
Streptococcus_pneumoniae_GA44194.mat,1089,531,249,220,19,60,5
Streptococcus_mutans_11A1.mat,1381,837,475,298,30,76,7
Bacillus_cereus_F65185.mat,2033,1223,740,311,84,171,8
Escherichia_coli_TW09098.mat,3145,870,443,285,70,113,7
Megamonas_funiformis_YIT_11815.mat,1390,744,400,262,34,83,8
Escherichia_coli_O104_H4_str_2011C_3493.mat,3587,1217,692,290,111,223,8
Streptococcus_agalactiae_GB00084.mat,2210,850,478,290,45,99,7
Proteus_vulgaris_NCTC401.mat,1482,784,435,269,57,59,6
Lachnospiraceae_nov_ERR2230148.mat,1013,674,412,225,24,36,4
Bifidobacterium_thermophilum_RBL67.mat,1118,638,332,252,34,52,8
Staphylococcus_aureus_M1229.mat,1392,730,348,278,49,84,6
Capnocytophaga_leadbetteri_DSM_22902.mat,989,571,259,282,19,24,5
Sarcina_nov_ERR1022372.mat,1035,669,413,226,29,29,5
Escherichia_coli_KTE123.mat,3559,1222,726,290,100,192,8
Bacillus_subtilis_subsp_spizizenii_ATCC_6633.mat,1648,865,463,262,123,112,6
Lachnospiraceae_nov_ERR2221278.mat,1118,693,438,207,32,42,4
Bacillus_thuringiensis_serovar_konkukian_str_97_27.mat,1537,853,481,271,57,82,6
Streptococcus_mutans_NFSM1.mat,1385,840,489,297,30,65,8
Escherichia_coli_KTE224.mat,3581,1221,726,290,99,188,8
Lactobacillus_gasseri_ERR2221406.mat,964,517,214,274,23,56,5
Butyrivibrio_proteoclasticus_B316.mat,1036,586,296,244,25,46,6
Helicobacter_pylori_Hp_A_17.mat,1285,822,453,315,33,72,7
Streptococcus_mutans_TCI_400.mat,1388,856,494,300,30,73,8
Lactococcus_lactis_subsp_cremoris_UC509_9.mat,1189,627,296,281,24,44,5
Staphylococcus_aureus_subsp_aureus_21342.mat,1375,726,344,281,48,82,5
Streptococcus_sobrinus_TCI_53.mat,1005,575,312,241,18,27,6
Helicobacter_pylori_Hp_P_25.mat,1254,801,432,308,31,71,7
