reaction_id,category
r_0551,Multiple
r_0552,Multiple
r_0553,Loop
r_0554,Dead-End
r_0557,Dead-End
r_0596,Dead-End
r_0597,Dead-End
r_0598,Dead-End
r_0599,Dead-End
r_0600,Dead-End
r_0601,Dead-End
r_0602,Dead-End
r_0603,Dead-End
r_0604,Dead-End
r_0605,Dead-End
r_0606,Dead-End
r_0607,Dead-End
r_0608,Dead-End
r_0609,Dead-End
r_0610,Dead-End
r_0611,Dead-End
r_0612,Dead-End
r_0613,Dead-End
r_0614,Dead-End
r_0615,Dead-End
r_0616,Dead-End
r_0617,Dead-End
r_0618,Dead-End
r_0619,Dead-End
r_0620,Dead-End
r_0621,Dead-End
r_0622,Dead-End
r_0623,Dead-End
r_0624,Dead-End
r_0625,Dead-End
r_0626,Dead-End
r_0627,Dead-End
r_0628,Dead-End
r_0629,Dead-End
r_0630,Dead-End
r_0631,Dead-End
r_0632,Dead-End
r_0633,Dead-End
r_0634,Dead-End
r_0635,Dead-End
r_0636,Dead-End
r_0637,Dead-End
r_0638,Dead-End
r_0639,Dead-End
r_0640,Dead-End
r_0641,Dead-End
r_0642,Dead-End
r_0643,Dead-End
r_0644,Dead-End
r_0645,Dead-End
r_0658,Duplicate
r_0661,Dilution
r_0665,Dead-End
r_0672,Multiple
r_0673,Multiple
r_0675,Dead-End
r_0676,Dead-End
r_0681,Dead-End
r_0682,Dead-End
r_0683,Dead-End
r_0687,Multiple
r_0691,Dead-End
r_0697,Loop
r_0700,Dead-End
r_0701,Dead-End
r_0702,Dead-End
r_0703,Dead-End
r_0704,Dead-End
r_0705,Dead-End
r_0706,Dead-End
r_0707,Dead-End
r_0708,Dead-End
r_0711,Dead-End
r_0712,Dead-End
r_0713,Loop
r_0714,Loop
r_0715,Dilution
r_0717,Dilution
r_0718,Duplicate
r_0719,Duplicate
r_0728,Dead-End
r_0729,Dead-End
r_0730,Dead-End
r_0731,Duplicate
r_0732,Duplicate
r_0747,Dead-End
r_0748,Dead-End
r_0749,Dead-End
r_0750,Dead-End
r_0751,Dead-End
r_0752,Dead-End
r_0753,Dead-End
r_0754,Dead-End
r_0755,Dead-End
r_0756,Dead-End
r_0760,Dead-End
r_0767,Dead-End
r_0774,Dead-End
r_0775,Dead-End
r_0781,Dead-End
r_0782,Dead-End
r_0787,Dead-End
r_0802,Dead-End
r_0831,Dilution
r_0832,Dilution
r_0851,Loop
r_0852,Dead-End
r_0853,Dead-End
r_0882,Dead-End
r_0883,Dilution
r_0885,Dead-End
r_0919,Multiple
r_0920,Multiple
r_0921,Dead-End
r_0929,Dead-End
r_0935,Dead-End
r_0936,Dead-End
r_0941,Dead-End
r_0942,Dead-End
r_0943,Dead-End
r_0950,Dead-End
r_0956,Multiple
r_0970,None
r_0971,Dilution
r_0972,None
r_0973,Dilution
r_0974,None
r_0975,Dead-End
r_0976,Dilution
r_0977,Dead-End
r_0978,None
r_0979,Dead-End
r_0983,Dead-End
r_0987,Dead-End
r_0995,Dead-End
r_0998,Dead-End
r_0999,Dead-End
r_1000,Duplicate
r_1003,Dead-End
r_1009,Dead-End
r_1010,Multiple
r_1011,Duplicate
r_1021,Duplicate
r_1024,Dead-End
r_1025,Dilution
r_1026,Dilution
r_1027,Dilution
r_1029,Dead-End
r_1032,Dead-End
r_1033,Dead-End
r_1034,Dead-End
r_1035,Dead-End
r_1037,Dead-End
r_1038,Dilution
r_1039,Dead-End
r_1042,Dead-End
r_1046,Dead-End
r_1057,Dead-End
r_1058,Dead-End
r_1063,Loop
r_1065,Dilution
r_1066,Dead-End
r_1067,Dead-End
r_1069,Multiple
r_1071,Multiple
r_1076,Dead-End
r_1081,Dead-End
r_1082,Dead-End
r_1083,Dead-End
r_1084,Multiple
r_1089,Dead-End
r_1092,Dead-End
r_1093,Dead-End
r_1094,Dead-End
r_1101,Dead-End
r_1102,Dead-End
r_1103,Dead-End
r_1104,Dead-End
r_1108,Dead-End
r_1109,Dead-End
r_1112,Loop
r_1113,Dead-End
r_1114,Dead-End
r_1118,Loop
r_1119,Dead-End
r_1120,Dilution
r_1126,Loop
r_1128,Loop
r_1130,Duplicate
r_1131,Duplicate
r_1132,Dead-End
r_1133,Dead-End
r_1134,Dead-End
r_1135,Dead-End
r_1139,Dead-End
r_1149,Dead-End
r_1151,Dead-End
r_1164,Dead-End
r_1167,Dead-End
r_1177,Dead-End
r_1178,Dead-End
r_1179,Dead-End
r_1185,Loop
r_1187,Multiple
r_1188,Multiple
r_1189,Dead-End
r_1195,Dead-End
r_1197,Multiple
r_1198,Multiple
r_1200,Loop
r_1203,Multiple
r_1204,Multiple
r_1207,Dead-End
r_1209,Multiple
r_1210,Multiple
r_1212,Loop
r_1221,Multiple
r_1222,Multiple
r_1227,Dead-End
r_1235,Dead-End
r_1245,Loop
r_1249,Dead-End
r_1255,Dead-End
r_1257,Dead-End
r_1266,Dilution
r_1267,Dilution
r_1268,Dead-End
r_1269,Dead-End
r_1270,Dead-End
r_1271,Dead-End
r_1272,Dead-End
r_1274,Dead-End
r_1275,Dead-End
r_1276,Dead-End
r_1449,Dead-End
r_1450,Dead-End
r_1451,Dead-End
r_1452,Dead-End
r_1453,Dead-End
r_1454,Dead-End
r_1455,Dead-End
r_1456,Dead-End
r_1457,Dead-End
r_1458,Dead-End
r_1479,Dead-End
r_1480,Dead-End
r_1481,Dead-End
r_1482,Dead-End
r_1483,Dead-End
r_1484,Dead-End
r_1485,Dead-End
r_1486,Dead-End
r_1487,Dead-End
r_1488,Dead-End
r_1509,Dead-End
r_1510,Dead-End
r_1511,Dead-End
r_1512,Dead-End
r_1513,Dead-End
r_1514,Dead-End
r_1515,Dead-End
r_1516,Dead-End
r_1517,Dead-End
r_1518,Dead-End
r_1542,Dead-End
r_1543,Dead-End
r_1551,Dead-End
r_1563,Dead-End
r_1564,Dead-End
r_1565,Dead-End
r_1566,Dead-End
r_1587,Dead-End
r_1588,Loop
r_1595,Dead-End
r_1609,Dead-End
r_1610,Dead-End
r_1614,Dead-End
r_1616,Dead-End
r_1620,Dead-End
r_1621,Dead-End
r_1622,Dead-End
r_1624,Dead-End
r_1625,Dead-End
r_1627,Dead-End
r_1628,Dead-End
r_1629,Dead-End
r_1632,Loop
r_1638,Dilution
r_1639,Dead-End
r_1643,Dead-End
r_1647,Dilution
r_1648,Dead-End
r_1649,Dead-End
r_1652,Loop
r_1657,Dead-End
r_1658,Dead-End
r_1659,Dilution
r_1665,Loop
r_1667,Loop
r_1669,Loop
r_1671,Dead-End
r_1673,Dilution
r_1674,Dilution
r_1675,Dead-End
r_1688,Dilution
r_1689,Dilution
r_1694,Loop
r_1695,Dilution
r_1702,Dead-End
r_1705,Dead-End
r_1706,Dead-End
r_1707,Dead-End
r_1709,Dead-End
r_1710,Dead-End
r_1711,Dead-End
r_1712,Dead-End
r_1715,Dead-End
r_1716,Dead-End
r_1717,Dead-End
r_1718,Dead-End
r_1719,Dead-End
r_1720,Dead-End
r_1721,Dead-End
r_1723,Dead-End
r_1725,Dead-End
r_1728,Dead-End
r_1730,Dead-End
r_1731,Dead-End
r_1732,Dead-End
r_1733,Dead-End
r_1735,Dead-End
r_1737,Dead-End
r_1739,Dead-End
r_1748,Dead-End
r_1758,Loop
r_1763,Loop
r_1764,Dead-End
r_1766,Dead-End
r_1791,Dead-End
r_1792,Dead-End
r_1797,Dead-End
r_1800,Dead-End
r_1802,Dead-End
r_1806,Dead-End
r_1807,Dead-End
r_1817,Dilution
r_1819,Dead-End
r_1820,Dead-End
r_1822,Dead-End
r_1823,Dead-End
r_1829,Loop
r_1837,Dead-End
r_1839,Dead-End
r_1846,Dead-End
r_1847,Dead-End
r_1848,Dead-End
r_1861,Dead-End
r_1871,Multiple
r_1872,Dead-End
r_1875,Dead-End
r_1876,Dead-End
r_1877,Dead-End
r_1878,Dead-End
r_1882,Dilution
r_1884,Dead-End
r_1885,Dead-End
r_1886,Dead-End
r_1901,Loop
r_1908,Dead-End
r_1909,Dead-End
r_1910,Dead-End
r_1919,Dead-End
r_1920,Dead-End
r_1921,Dead-End
r_1922,Dead-End
r_1923,Dead-End
r_1924,Dead-End
r_1925,Dead-End
r_1926,Dead-End
r_1927,Dead-End
r_1928,Dead-End
r_1929,Dead-End
r_1930,Dilution
r_1931,Dead-End
r_1932,Dead-End
r_1935,Dilution
r_1937,Dead-End
r_1938,Dead-End
r_1939,Dead-End
r_1940,Dead-End
r_1941,Dead-End
r_1942,Dead-End
r_1943,Dead-End
r_1944,Dead-End
r_1945,Dead-End
r_1946,Dead-End
r_1947,Dead-End
r_1966,Dead-End
r_1967,Dead-End
r_1968,Dead-End
r_1972,Dead-End
r_1976,Dilution
r_1980,Dilution
r_1990,Dead-End
r_1991,Dilution
r_1999,Dead-End
r_2004,Dead-End
r_2008,Loop
r_2020,Dead-End
r_2022,Dead-End
r_2023,Dead-End
r_2026,Dilution
r_2027,Dilution
r_2036,Dead-End
r_2037,Dilution
r_2038,Dead-End
r_2040,Dead-End
r_2041,Dead-End
r_2043,Dead-End
r_2044,Dead-End
r_2050,Dead-End
r_2058,Dead-End
r_2060,Dilution
r_2061,Dilution
r_2062,Dead-End
r_2066,Dead-End
r_2067,Dead-End
r_2068,Dead-End
r_2069,Dead-End
r_2082,Dead-End
r_2086,Dead-End
r_2087,Dilution
r_2090,Dead-End
r_2092,Dead-End
r_2096,Loop
r_2097,Loop
r_2099,Loop
r_2102,Dead-End
r_2103,Dead-End
r_2104,Dead-End
r_2105,Dead-End
r_2108,Dead-End
r_2111,Dead-End
r_2112,Dead-End
r_2113,Dead-End
r_2115,Multiple
r_2116,Duplicate
r_2117,Loop
r_2119,Loop
r_2125,Loop
r_2131,Duplicate
r_2132,Loop
r_2187,Dilution
r_2188,Dilution
r_2190,Dilution
r_2191,Dilution
r_2194,Multiple
r_2195,Multiple
r_2196,Multiple
r_2197,Multiple
r_2198,Multiple
r_2199,Multiple
r_2200,Multiple
r_2201,Multiple
r_2202,Multiple
r_2203,Multiple
r_2204,Multiple
r_2205,Multiple
r_2209,Multiple
r_2210,Multiple
r_2211,Multiple
r_2212,Multiple
r_2214,Multiple
r_2215,Multiple
r_2216,Multiple
r_2217,Multiple
r_2218,Multiple
r_2225,Dilution
r_2226,Dilution
r_2227,Dilution
r_2228,Dilution
r_2229,Dilution
r_2230,Dilution
r_2232,Dilution
r_2233,Dilution
r_2236,Dilution
r_2237,Dilution
r_2238,Dilution
r_2239,Dilution
r_2240,Dilution
r_2241,Dilution
r_2242,Dilution
r_2243,Dilution
r_2244,Dilution
r_2245,Dilution
r_2246,Dilution
r_2247,Dilution
r_2248,Dilution
r_2249,Dilution
r_2250,Dilution
r_2251,Dilution
r_2252,Dilution
r_2253,Dilution
r_2254,Dilution
r_2255,Dilution
r_2256,Dilution
r_2257,Dilution
r_2258,Dilution
r_2259,Dilution
r_2260,Dilution
r_2261,Dilution
r_2262,Dilution
r_2263,Dilution
r_2264,Dilution
r_2265,Dilution
r_2266,Dilution
r_2267,Dilution
r_2268,Dilution
r_2269,Dilution
r_2270,Dilution
r_2271,Dilution
r_2272,Dilution
r_2273,Dilution
r_2274,Dilution
r_2275,Dilution
r_2276,Dilution
r_2277,Dilution
r_2278,Dilution
r_2279,Dilution
r_2280,Dilution
r_2281,Dilution
r_2282,Dilution
r_2283,Dilution
r_2284,Dilution
r_2285,Dilution
r_2286,Dilution
r_2287,Dilution
r_2288,Dilution
r_2289,Dilution
r_2290,Dilution
r_2291,Dilution
r_2292,Dilution
r_2293,Dilution
r_2294,Dilution
r_2295,Dilution
r_2296,Dilution
r_2297,Dilution
r_2298,Dilution
r_2299,Dilution
r_2300,Dilution
r_2301,Dilution
r_2302,Dilution
r_2303,Dilution
r_2304,Dilution
r_2305,Loop
r_2462,Dead-End
r_2463,Dead-End
r_2520,Dead-End
r_2521,Dead-End
r_2522,Dead-End
r_2523,Dead-End
r_2524,Dead-End
r_2525,Dead-End
r_2526,Dead-End
r_2527,Dead-End
r_2548,Dilution
r_2549,Dilution
r_2550,Dilution
r_2551,Dilution
r_2552,Dilution
r_2553,Dilution
r_2554,Dilution
r_2555,Dilution
r_2556,Dilution
r_2557,Dilution
r_2558,Dilution
r_2559,Dilution
r_2560,Dilution
r_2561,Dilution
r_2562,Dilution
r_2563,Dilution
r_2564,Dilution
r_2565,Dilution
r_2566,Dilution
r_2567,Dilution
r_2568,Dilution
r_2569,Dilution
r_2570,Dilution
r_2571,Dilution
r_2572,Dilution
r_2573,Dilution
r_2574,Dilution
r_2575,Dilution
r_2576,Dilution
r_2577,Dilution
r_2578,Dilution
r_2579,Dilution
r_2580,Dilution
r_2581,Dilution
r_2582,Dilution
r_2583,Dilution
r_2584,Dilution
r_2585,Dilution
r_2586,Dilution
r_2587,Dilution
r_2588,Dilution
r_2589,Dilution
r_2590,Dilution
r_2591,Dilution
r_2592,Dilution
r_2593,Dilution
r_2594,Dilution
r_2595,Dilution
r_2596,Dilution
r_2597,Dilution
r_2598,Dilution
r_2599,Dilution
r_2600,Dilution
r_2601,Dilution
r_2602,Dilution
r_2603,Dilution
r_2604,Dilution
r_2605,Dilution
r_2606,Dilution
r_2607,Dilution
r_2608,Dilution
r_2609,Dilution
r_2610,Dilution
r_2611,Dilution
r_2612,Dilution
r_2613,Dilution
r_2614,Dilution
r_2615,Dilution
r_2616,Dilution
r_2617,Dilution
r_2618,Dilution
r_2619,Dilution
r_2620,Multiple
r_2621,Multiple
r_2622,Multiple
r_2623,Multiple
r_2624,Multiple
r_2625,Multiple
r_2626,Multiple
r_2627,Multiple
r_2628,Multiple
r_2629,Multiple
r_2630,Multiple
r_2631,Multiple
r_2632,Multiple
r_2633,Multiple
r_2634,Multiple
r_2635,Multiple
r_2636,Multiple
r_2637,Multiple
r_2638,Multiple
r_2639,Multiple
r_2640,Multiple
r_2641,Multiple
r_2642,Multiple
r_2643,Multiple
r_2644,Multiple
r_2645,Multiple
r_2646,Multiple
r_2647,Multiple
r_2648,Multiple
r_2649,Multiple
r_2650,Multiple
r_2651,Multiple
r_2652,Multiple
r_2653,Multiple
r_2654,Multiple
r_2655,Multiple
r_2656,Multiple
r_2657,Multiple
r_2658,Multiple
r_2659,Multiple
r_2660,Multiple
r_2661,Multiple
r_2662,Multiple
r_2663,Multiple
r_2664,Multiple
r_2665,Multiple
r_2666,Multiple
r_2667,Multiple
r_2668,Multiple
r_2669,Multiple
r_2670,Multiple
r_2671,Multiple
r_2672,Multiple
r_2673,Multiple
r_2674,Multiple
r_2675,Multiple
r_2676,Multiple
r_2677,Multiple
r_2678,Multiple
r_2679,Multiple
r_2680,Multiple
r_2681,Multiple
r_2682,Multiple
r_2683,Multiple
r_2684,Multiple
r_2685,Multiple
r_2686,Multiple
r_2687,Multiple
r_2688,Multiple
r_2689,Multiple
r_2690,Multiple
r_2691,Multiple
r_2692,Multiple
r_2693,Multiple
r_2694,Multiple
r_2695,Multiple
r_2696,Multiple
r_2697,Multiple
r_2698,Multiple
r_2699,Multiple
r_2700,Multiple
r_2701,Multiple
r_2702,Multiple
r_2703,Multiple
r_2704,Multiple
r_2705,Multiple
r_2706,Multiple
r_2707,Multiple
r_2708,Multiple
r_2709,Multiple
r_2710,Multiple
r_2711,Multiple
r_2712,Multiple
r_2713,Multiple
r_2714,Multiple
r_2715,Multiple
r_2716,Multiple
r_2717,Multiple
r_2718,Multiple
r_2719,Multiple
r_2720,Multiple
r_2721,Multiple
r_2722,Multiple
r_2723,Multiple
r_2724,Multiple
r_2725,Multiple
r_2726,Multiple
r_2727,Multiple
r_2728,Multiple
r_2729,Multiple
r_2730,Multiple
r_2731,Multiple
r_2732,Multiple
r_2733,Multiple
r_2734,Multiple
r_2735,Multiple
r_2736,Multiple
r_2737,Multiple
r_2738,Multiple
r_2739,Multiple
r_2740,Multiple
r_2741,Multiple
r_2742,Multiple
r_2743,Multiple
r_2744,Multiple
r_2745,Multiple
r_2746,Multiple
r_2747,Multiple
r_2748,Multiple
r_2749,Multiple
r_2750,Multiple
r_2751,Multiple
r_2752,Multiple
r_2753,Multiple
r_2754,Multiple
r_2755,Multiple
r_2756,Multiple
r_2757,Multiple
r_2758,Multiple
r_2759,Multiple
r_2760,Multiple
r_2761,Multiple
r_2762,Multiple
r_2763,Multiple
r_2764,Multiple
r_2765,Multiple
r_2766,Multiple
r_2767,Multiple
r_2768,Multiple
r_2769,Multiple
r_2770,Multiple
r_2771,Multiple
r_2772,Multiple
r_2773,Multiple
r_2774,Multiple
r_2775,Multiple
r_2776,Multiple
r_2777,Multiple
r_2778,Multiple
r_2779,Multiple
r_2780,Multiple
r_2781,Multiple
r_2782,Multiple
r_2783,Multiple
r_2784,Multiple
r_2785,Multiple
r_2786,Multiple
r_2787,Multiple
r_2788,Multiple
r_2789,Multiple
r_2790,Multiple
r_2791,Multiple
r_2792,Multiple
r_2793,Multiple
r_2794,Multiple
r_2795,Multiple
r_2796,Multiple
r_2797,Multiple
r_2798,Multiple
r_2799,Multiple
r_2800,Multiple
r_2801,Multiple
r_2802,Multiple
r_2803,Multiple
r_2804,Multiple
r_2805,Multiple
r_2806,Multiple
r_2807,Multiple
r_2808,Multiple
r_2809,Multiple
r_2810,Multiple
r_2811,Multiple
r_2946,Loop
r_3009,Loop
r_3010,Loop
r_3011,Loop
r_3046,Dead-End
r_3047,Dead-End
r_3048,Dead-End
r_3049,Dead-End
r_3050,Dead-End
r_3051,Dead-End
r_3052,Dead-End
r_3053,Dead-End
r_3054,Dead-End
r_3055,Dead-End
r_3056,Dead-End
r_3057,Dead-End
r_3058,Dead-End
r_3059,Dead-End
r_3060,Dead-End
r_3061,Dead-End
r_3062,Dead-End
r_3063,Dead-End
r_3064,Dead-End
r_3065,Dead-End
r_3066,Dead-End
r_3067,Dead-End
r_3068,Dead-End
r_3069,Dead-End
r_3082,Dead-End
r_3083,Dead-End
r_3084,Dead-End
r_3085,Dead-End
r_3086,Dead-End
r_3087,Dead-End
r_3088,Dead-End
r_3089,Dead-End
r_3304,Dead-End
r_3305,Dead-End
r_3306,Dead-End
r_3307,Dead-End
r_3348,Dead-End
r_3349,Dead-End
r_3350,Dead-End
r_3351,Dead-End
r_3352,Dead-End
r_3353,Dead-End
r_3354,Dead-End
r_3355,Dead-End
r_3356,Dead-End
r_3357,Dead-End
r_3358,Dead-End
r_3359,Dead-End
r_3360,Dead-End
r_3361,Dead-End
r_3362,Dead-End
r_3363,Dead-End
r_3364,Dead-End
r_3365,Dead-End
r_3366,Dead-End
r_3367,Dead-End
r_3368,Dead-End
r_3369,Dead-End
r_3370,Dead-End
r_3371,Dead-End
r_3372,Dead-End
r_3373,Dead-End
r_3374,Dead-End
r_3375,Dead-End
r_3376,Dead-End
r_3377,Dead-End
r_3378,Dead-End
r_3379,Dead-End
r_3380,Dead-End
r_3381,Dead-End
r_3382,Dead-End
r_3383,Dead-End
r_3384,Dead-End
r_3385,Dead-End
r_3386,Dead-End
r_3387,Dead-End
r_3388,Dead-End
r_3389,Dead-End
r_3390,Dead-End
r_3391,Dead-End
r_3392,Dead-End
r_3393,Dead-End
r_3394,Dead-End
r_3395,Dead-End
r_3396,Dead-End
r_3397,Dead-End
r_3398,Dead-End
r_3399,Dead-End
r_3400,Dead-End
r_3401,Dead-End
r_3402,Dead-End
r_3403,Dead-End
r_3404,Dead-End
r_3405,Dead-End
r_3406,Dead-End
r_3407,Dead-End
r_3408,Dead-End
r_3409,Dead-End
r_3410,Dead-End
r_3411,Dead-End
r_3412,Dead-End
r_3413,Dead-End
r_3414,Dead-End
r_3415,Dead-End
r_3416,Dead-End
r_3417,Dead-End
r_3418,Dead-End
r_3419,Dead-End
r_3420,Dead-End
r_3421,Dead-End
r_3422,Dead-End
r_3423,Dead-End
r_3424,Dead-End
r_3425,Dead-End
r_3426,Dead-End
r_3427,Dead-End
r_3510,Loop
r_3511,Loop
r_3512,Loop
r_3513,Loop
r_3515,Loop
r_3516,Loop
r_3517,Loop
r_3518,Loop
r_3519,Loop
r_3520,Loop
r_3521,Dilution
r_3522,Dilution
r_3523,Loop
r_3524,Loop
r_3528,Loop
r_3536,Loop
r_3541,Dead-End
r_3543,Loop
r_3544,Loop
r_3552,Loop
r_3571,Loop
r_3572,Loop
r_3573,Loop
r_3574,Loop
r_3575,Loop
r_3576,Loop
r_3577,Loop
r_3578,Loop
r_3579,Loop
r_3580,Loop
r_3585,Loop
r_3586,Loop
r_3587,Loop
r_3598,Dead-End
r_3599,Loop
r_3600,Loop
r_3612,Dead-End
r_3613,Dead-End
r_3614,Multiple
r_3615,Multiple
r_3678,Dilution
r_3679,Dilution
r_3681,Loop
r_3682,Loop
r_3683,Loop
r_3684,Loop
r_3885,Dead-End
r_3886,Dead-End
r_3887,Dead-End
r_3888,Dead-End
r_3889,Dead-End
r_3890,Dead-End
r_3891,Dead-End
r_3892,Dead-End
r_3893,Dead-End
r_3894,Dead-End
r_3895,Dead-End
r_3896,Dead-End
r_3897,Dead-End
r_3898,Dead-End
r_3899,Dead-End
r_3900,Dead-End
r_3901,Multiple
r_3902,Multiple
r_3939,Loop
r_3963,None
r_3964,None
r_3965,None
r_3966,None
r_3967,None
r_3968,None
r_3969,None
r_3970,None
r_3971,None
r_3972,None
r_3973,None
r_3975,None
r_3976,None
r_3977,None
r_3978,None
r_3979,None
r_3980,None
r_3981,None
r_3982,None
r_3983,None
r_3984,None
r_3985,None
r_3986,None
r_3987,None
r_3988,None
r_3989,None
r_3990,None
r_3991,None
r_3992,None
r_3993,None
r_3994,None
r_3995,None
r_3996,None
r_3997,None
r_3998,None
r_3999,None
r_4000,None
r_4001,None
r_4002,None
r_4003,None
r_4004,None
r_4005,None
r_4006,None
r_4007,None
r_4008,None
r_4009,None
r_4010,None
r_4011,None
r_4012,None
r_4013,None
r_4014,None
r_4015,None
r_4016,None
r_4017,None
r_4018,None
r_4019,None
r_4020,None
r_4021,None
r_4022,None
r_4023,None
r_4024,None
r_4025,None
r_4026,None
r_4027,None
r_4028,None
r_4029,None
r_4030,None
r_4031,None
r_4032,None
r_4033,None
r_4034,None
r_4035,None
r_4036,None
r_4037,None
r_4038,None
r_4040,Dead-End
r_4041,Dead-End
r_4042,Dead-End
r_4043,Dead-End
r_4044,Dead-End
r_4047,Dead-End
r_4048,Dead-End
r_4049,Dead-End
r_4050,Dead-End
r_4051,Dead-End
r_4052,Dead-End
r_4053,Dead-End
r_4054,Dead-End
r_4055,Dead-End
r_4056,Dead-End
r_4057,Dead-End
r_4058,Dead-End
r_4059,Dead-End
r_4060,Dead-End
r_4061,Dead-End
r_4062,None
r_4063,None
r_4064,None
r_4065,None
r_4066,Dead-End
r_4067,Dead-End
r_4068,Dead-End
r_4069,Dead-End
r_4070,Dead-End
r_4071,Dead-End
r_4072,Dead-End
r_4073,Dead-End
r_4074,Dead-End
r_4075,Dead-End
r_4076,Dead-End
r_4077,Dead-End
r_4078,Dead-End
r_4079,Dead-End
r_4080,Dead-End
r_4081,Dead-End
r_4082,Dead-End
r_4083,Dead-End
r_4084,Dead-End
r_4085,Dead-End
r_4086,Dead-End
r_4087,Dead-End
r_4088,Dead-End
r_4089,Dead-End
r_4090,Dead-End
r_4091,Dead-End
r_4092,Dead-End
r_4093,Dead-End
r_4094,Dead-End
r_4095,Dead-End
r_4096,Dead-End
r_4097,Dead-End
r_4098,Dead-End
r_4099,Dead-End
r_4100,Dead-End
r_4101,Dead-End
r_4102,Dead-End
r_4103,Dead-End
r_4104,Dead-End
r_4105,Dead-End
r_4106,Dead-End
r_4107,Dead-End
r_4108,Dead-End
r_4109,Dead-End
r_4110,Dead-End
r_4111,Dead-End
r_4112,Dead-End
r_4113,Dead-End
r_4114,Dead-End
r_4115,Dead-End
r_4116,Dead-End
r_4117,Dead-End
r_4118,Dead-End
r_4119,Dead-End
r_4120,Dead-End
r_4121,Dead-End
r_4122,Dead-End
r_4123,Dead-End
r_4124,Dead-End
r_4125,Dead-End
r_4126,Dead-End
r_4127,Dead-End
r_4128,Dead-End
r_4129,Dead-End
r_4130,Dead-End
r_4131,Dead-End
r_4132,Dead-End
r_4133,Dead-End
r_4134,Dead-End
r_4135,Dead-End
r_4136,Dead-End
r_4137,Dead-End
r_4138,Dead-End
r_4139,Dead-End
r_4140,Dead-End
r_4141,Dead-End
r_4142,Dead-End
r_4143,Dead-End
